LTU014PIAEVA920', 
733975.5,-11.66
733976,-11.7
733976.5,-11.7
733977,-11.71
733977.5,-11.71
733978,-11.75
733978.5,-11.75
733979,-11.76
733979.5,-11.75
733980,-11.79
733980.5,-11.77
733981,-11.76
733981.5,-11.76
733981.625,-11.76
733981.6667,-11.76
733981.7083,-11.76
733981.75,-11.76
733981.7917,-11.76
733981.8333,-11.76
733981.875,-11.76
733981.9167,-11.76
733981.9583,-11.76
733982,-11.76
733982.0417,-11.76
733982.0833,-11.75
733982.125,-11.75
733982.1667,-11.75
733982.2083,-11.75
733982.5,-11.72
733983,-11.75
733983.5,-11.74
733984,-11.75
733984.5,-11.73
733985,-11.78
733985.5,-11.75
733986,-11.78
733986.5,-11.77
733987,-11.81
733987.5,-11.79
733988,-11.8
733988.5,-11.78
733989,-11.78
733989.5,-11.78
733990,-11.79
733990.5,-11.79
733991.5,-11.86
733992,-11.86
733992.5,-11.85
733993,-11.85
733993.5,-11.84
733994,-11.84
733994.5,-11.84
733995,-11.82
733995.5,-11.82
733996,-11.83
733996.5,-11.83
733997,-11.89
733997.5,-11.85
733998,-11.93
733998.5,-11.89
733999,-11.98
733999.5,-11.95
734000,-12.02
734000.5,-12
734001,-12.07
734001.5,-12.06
734002,-12.1
734002.5,-12.09
734003,-12.13
734003.5,-12.1
734004,-12.11
734004.5,-12.08
734005,-12.11
734005.5,-12.11
734006,-12.1
734006.5,-12.07
734007,-12.08
734007.5,-12.07
734008,-12.07
734008.5,-12.07
734009,-12.1
734009.5,-12.09
734010,-12.11
734010.5,-12.1
734011,-12.08
734011.5,-12.08
734012,-12.1
734012.5,-12.09
734013,-12.11
734013.5,-12.08
734014,-12.09
734014.5,-12.08
734015,-12.06
734015.5,-12.02
734016,-12.02
734016.5,-12.01
734017,-12.01
734017.5,-12
734018,-11.99
734018.5,-11.96
734019,-11.98
734019.5,-11.98
734020,-11.99
734020.5,-11.99
734021,-12.03
734021.5,-12.01
734022,-12.03
734022.5,-12.01
734023,-12.01
734023.5,-11.99
734024,-12
734024.5,-12
734025,-12.01
734025.5,-11.99
734026,-12.01
734026.5,-11.99
734027,-11.99
734027.5,-11.96
734028,-11.99
734028.5,-11.96
734029,-11.98
734029.5,-11.99
734030,-11.99
734030.5,-11.97
734031,-11.96
734031.5,-11.95
734032,-11.98
734032.5,-11.96
734033,-11.97
734033.5,-11.95
734034,-11.93
734034.5,-11.92
734035,-11.91
734035.5,-11.89
734036,-11.87
734036.5,-11.84
734037,-11.84
734037.5,-11.81
734038,-11.81
734038.5,-11.81
734039,-11.79
734039.5,-11.81
734040,-11.81
734040.5,-11.81
734041,-11.79
734041.5,-11.77
734042,-11.77
734042.5,-11.74
734043,-11.73
734043.5,-11.73
734044,-11.7
734044.5,-11.69
734045,-11.69
734045.5,-11.68
734046,-11.65
734046.5,-11.48
734047,-11.47
734047.5,-11.46
734048,-11.44
734048.5,-11.42
734049,-11.38
734049.5,-11.37
734050,-11.36
734050.5,-11.33
734051,-11.32
734051.5,-11.32
734052,-11.32
734052.5,-11.3
734053,-11.28
734053.5,-11.27
734054,-11.24
734054.5,-11.23
734055,-11.21
734055.5,-11.18
734056,-11.17
734056.5,-11.15
734057,-11.14
734057.5,-11.1
734058,-11.09
734058.5,-11.05
734059,-11.03
734059.5,-11.01
734060,-11
734060.5,-10.96
734061,-11.02
734061.5,-10.95
734062,-10.92
734062.5,-10.88
734063,-10.86
734063.5,-10.83
734064,-10.81
734064.5,-10.78
734065,-10.76
734065.5,-10.73
734066,-10.71
734066.5,-10.69
734067,-10.69
734067.5,-10.67
734068,-10.67
734068.5,-10.67
734069,-10.64
734069.5,-10.6
734070,-10.58
734070.5,-10.53
734071,-10.5
734071.5,-10.49
734072,-10.48
734072.5,-10.46
734073,-10.46
734073.5,-10.44
734074,-10.43
734074.5,-10.39
734075,-10.39
734075.5,-10.38
734076,-10.37
734076.5,-10.34
734077,-10.33
734077.5,-10.33
734078,-10.33
734078.5,-10.35
734079,-10.35
734079.5,-10.33
734080,-10.28
734080.5,-10.26
734081,-10.24
734081.5,-10.21
734082,-10.17
734082.5,-10.13
734083,-10.12
734083.5,-10.08
734084,-10.07
734084.5,-10.03
734085,-10.01
734085.5,-9.99
734086,-9.97
734086.5,-9.96
734087,-9.96
734087.5,-9.97
734088,-10.02
734088.5,-10.03
734089,-10.05
734089.5,-10.03
734090,-10.02
734090.5,-10.02
734091,-10
734091.5,-9.97
734092,-9.97
734092.5,-10
734093,-10
734093.5,-10
734094,-9.97
734094.5,-9.96
734095,-9.97
734095.5,-9.96
734096,-9.95
734096.5,-9.93
734097,-9.91
734097.5,-9.91
734098,-9.9
734098.5,-9.91
734099,-9.9
734099.5,-9.89
734100,-9.87
734100.5,-9.86
734101,-9.85
734101.5,-9.84
734102,-9.81
734102.5,-9.81
734103,-9.81
734103.5,-9.81
734104,-9.82
734104.5,-9.82
734105,-9.8
734105.5,-9.8
734106,-9.8
734106.5,-9.8
734107,-9.79
734107.5,-9.76
734108,-9.76
734108.5,-9.73
734109,-9.71
734109.5,-9.7
734110,-9.67
734110.5,-9.66
734111,-9.66
734111.5,-9.65
734112,-9.65
734112.5,-9.63
734113,-9.63
734113.5,-9.62
734114,-9.62
734114.5,-9.6
734115,-9.57
734115.5,-9.54
734116,-9.54
734116.5,-9.54
734117,-9.53
734117.5,-9.49
734117.6667,-9.49
734117.7083,-9.49
734117.75,-9.49
734117.7917,-9.49
734117.8333,-9.49
734117.875,-9.48
734117.9167,-9.48
734117.9583,-9.48
734118,-9.48
734118.0417,-9.48
734118.0833,-9.48
734118.125,-9.48
734118.1667,-9.48
734118.2083,-9.48
734118.25,-9.48
734118.2917,-9.48
734118.3333,-9.48
734118.375,-9.48
734118.4167,-9.48
734118.5,-9.46
734119,-9.45
734119.5,-9.46
734120,-9.43
734120.5,-9.39
734121,-9.39
734121.5,-9.36
734122,-9.34
734122.5,-9.36
734123,-9.36
734123.5,-9.35
734124,-9.39
734124.5,-9.42
734125,-9.39
734125.5,-9.38
734126,-9.36
734126.5,-9.4
734127,-9.37
734127.5,-9.34
734128,-9.32
734128.5,-9.3
734129,-9.3
734129.5,-9.32
734130,-9.28
734130.5,-9.27
734131,-9.22
734131.5,-9.2
734132,-9.2
734132.5,-9.2
734133,-9.2
734133.5,-9.2
734134,-9.2
734134.5,-9.19
734135,-9.18
734135.5,-9.18
734136,-9.18
734136.5,-9.19
734137,-9.21
734137.5,-9.22
734138,-9.21
734138.5,-9.18
734139,-9.17
734139.5,-9.16
734140,-9.16
734140.5,-9.15
734141,-9.15
734141.5,-9.12
734142,-9.12
734142.5,-9.12
734143,-9.12
734143.5,-9.12
734144,-9.14
734144.5,-9.14
734145,-9.14
734145.5,-9.14
734146,-9.16
734146.5,-9.15
734147,-9.16
734147.5,-9.16
734148,-9.18
734148.5,-9.2
734149,-9.19
734149.5,-9.18
734150,-9.16
734150.5,-9.16
734151,-9.17
734151.5,-9.19
734152,-9.2
734152.5,-9.23
734153,-9.18
734153.5,-9.16
734153.6667,-9.16
734153.7083,-9.16
734153.75,-9.15
734153.7917,-9.16
734153.8333,-9.16
734153.875,-9.16
734153.9167,-9.16
734153.9583,-9.16
734154,-9.16
734154.0417,-9.16
734154.0833,-9.16
734154.125,-9.15
734154.1667,-9.15
734154.2083,-9.15
734154.25,-9.15
734154.2917,-9.15
734154.3333,-9.15
734154.375,-9.15
734154.4167,-9.14
734154.5,-9.14
734155,-9.16
734155.5,-9.18
734156,-9.18
734156.5,-9.16
734157,-9.16
734157.5,-9.15
734158,-9.15
734158.5,-9.15
734159,-9.14
734159.5,-9.18
734160,-9.16
734160.5,-9.14
734161,-9.17
734161.5,-9.21
734162,-9.2
734162.5,-9.18
734163,-9.16
734163.5,-9.15
734164,-9.19
734164.5,-9.19
734165,-9.22
734165.5,-9.23
734166,-9.23
734166.5,-9.23
734167,-9.23
734167.5,-9.24
734168,-9.26
734168.5,-9.26
734169,-9.26
734169.5,-9.26
734170,-9.26
734170.5,-9.27
734171,-9.3
734171.5,-9.34
734172,-9.33
734172.5,-9.32
734172.625,-9.31
734172.6667,-9.31
734172.7083,-9.31
734179,-9.28
734179.5,-9.29
734180,-9.24
734180.5,-9.26
734181,-9.25
734181.5,-9.28
734182,-9.28
734182.5,-9.27
734183,-9.21
734183.5,-9.27
734184,-9.3
734184.5,-9.25
734185,-9.28
734185.5,-9.29
734186,-9.26
734186.5,-9.29
734187,-9.29
734187.5,-9.31
734188,-9.3
734188.5,-9.29
734189,-9.29
734189.5,-9.28
734190,-9.28
734190.5,-9.27
734191,-9.27
734191.5,-9.27
734192,-9.28
734192.5,-9.3
734193,-9.31
734193.5,-9.31
734194.5,-9.35
734195,-9.36
734195.5,-9.34
734196,-9.34
734196.5,-9.35
734197,-9.35
734197.5,-9.35
734198,-9.36
734198.5,-9.35
734199,-9.38
734199.5,-9.36
734200,-9.42
734200.5,-9.39
734201,-9.42
734201.5,-9.4
734202,-9.41
734202.5,-9.41
734203,-9.41
734203.5,-9.42
734204,-9.42
734204.5,-9.43
734205,-9.44
734205.5,-9.45
734206,-9.45
734206.5,-9.46
734207,-9.49
734207.5,-9.5
734208,-9.49
734208.5,-9.5
734209,-9.5
734209.5,-9.51
734210,-9.53
734210.5,-9.53
734211,-9.54
734211.5,-9.54
734212,-9.57
734212.5,-9.54
734220,-9.7
734220.5,-9.68
734221,-9.67
734221.5,-9.64
734222,-9.66
734222.5,-9.63
734223,-9.66
734223.5,-9.62
734224,-9.62
734224.5,-9.59
734225,-9.56
734225.5,-9.54
734226,-9.53
734226.5,-9.54
734227,-9.54
734227.5,-9.54
734228,-9.57
734228.5,-9.58
734229,-9.67
734229.5,-9.66
734230,-9.77
734230.5,-9.76
734231,-9.87
734231.5,-9.86
734232,-9.96
734232.5,-9.97
734233,-10.06
734233.5,-10.05
734234,-10.04
734234.5,-10.03
734235,-10.08
734235.5,-10.06
734236,-10.05
734236.5,-10.01
734237,-10.01
734237.4167,-10
734237.4583,-10
734237.5,-10
734237.5417,-9.99
734237.5833,-9.99
734237.625,-9.99
734237.6667,-9.99
734237.7083,-9.99
734237.75,-10
734237.7917,-10
734237.8333,-10.01
734237.875,-10
734237.9167,-10.01
734237.9583,-10
734238,-10
734238.0417,-10
734238.0833,-10
734238.125,-10
734238.1667,-10
734238.2083,-9.99
734238.25,-9.99
734238.2917,-9.99
734238.3333,-9.99
734238.375,-9.99
734238.5,-9.99
734239,-10.01
734240.5,-10.01
734241,-10.05
734241.5,-10.03
734242,-10.08
734242.5,-10.06
734243,-10.13
734243.5,-10.1
734244,-10.17
734244.5,-10.14
734245,-10.16
734245.5,-10.14
734246,-10.11
734246.5,-10.08
734247,-10.1
734247.5,-10.08
734248,-10.14
734248.5,-10.13
734249,-10.2
734249.5,-10.18
734250,-10.21
734250.5,-10.19
734251,-10.23
734251.5,-10.2
734252,-10.24
734252.5,-10.23
734253,-10.24
734253.5,-10.23
734254,-10.3
734254.5,-10.27
734255,-10.33
734255.5,-10.29
734256,-10.42
734256.5,-10.39
734257,-10.46
734257.5,-10.42
734258,-10.46
734258.5,-10.44
734259,-10.51
734259.5,-10.52
734260,-10.57
734260.5,-10.58
734261,-10.62
734261.5,-10.64
734262,-10.69
734262.5,-10.69
734263,-10.75
734263.5,-10.73
734264,-10.76
734264.5,-10.76
734265,-10.76
734265.5,-10.73
734266,-10.73
734266.5,-10.69
734267,-10.7
734267.5,-10.68
734268,-10.66
734268.5,-10.65
734269,-10.67
734269.5,-10.66
734270,-10.68
734270.5,-10.63
734271,-10.7
734271.5,-10.68
734272,-10.76
734272.5,-10.74
734273,-10.78
734273.5,-10.78
734274,-10.83
734274.5,-10.79
734275,-10.9
734275.5,-10.88
734276,-11.02
734276.5,-11.03
734277,-11.12
734277.5,-11.09
734278,-11.19
734278.5,-11.19
734279,-11.29
734279.5,-11.27
734280,-11.32
734280.5,-11.31
734281,-11.36
734281.5,-11.36
734282,-11.46
734282.5,-11.46
734283,-11.57
734283.5,-11.58
734284,-11.67
734284.5,-11.69
734285,-11.76
734285.5,-11.72
734286,-11.77
734286.5,-11.75
734287,-11.79
734287.5,-11.77
734288,-11.79
734288.5,-11.76
734289,-11.78
734289.25,-11.77
734289.5,-11.77
734289.625,-11.77
734291.5833,-11.82
734292,-11.78
734292.5,-11.78
734293,-11.82
734293.5,-11.83
734294,-11.86
734294.5,-11.87
734295,-11.89
734295.5,-11.86
734296,-11.86
734296.5,-11.81
734297,-11.84
734297.5,-11.8
734298,-11.81
734298.5,-11.8
734299,-11.83
734299.5,-11.84
734300,-11.86
734300.5,-11.85
734301,-11.88
734301.5,-11.89
734302,-11.93
734302.5,-11.94
734303,-11.98
734303.5,-11.98
734304,-11.99
734304.5,-11.98
734305,-12.02
734305.5,-12.03
734306,-12.03
734306.5,-12
734307,-12.02
734307.5,-12.02
734308,-12.06
734308.5,-12.07
734309,-12.12
734309.5,-12.12
734310,-12.14
734310.5,-12.14
734311,-12.15
734311.5,-12.16
734312,-12.16
734312.5,-12.17
734313,-12.18
734313.5,-12.19
734314,-12.2
734314.5,-12.2
734315,-12.2
734315.5,-12.21
734316,-12.21
734316.5,-12.22
734317,-12.22
734317.5,-12.22
734318,-12.22
734318.5,-12.21
734319,-12.22
734319.5,-12.22
734320,-12.23
734320.5,-12.29
734321,-12.48
734321.5,-12.46
734322,-12.57
734322.5,-12.57
734323,-12.72
734323.5,-12.75
734324,-12.78
734324.5,-12.87
734325,-12.99
734325.5,-13
734326,-13.14
734326.5,-13.17
734327,-13.31
734327.5,-13.35
734328,-13.48
734328.5,-13.52
734329,-13.59
734329.5,-13.6
734330,-13.68
734330.5,-13.7
734331,-13.74
734331.5,-13.74
734331.625,-13.74
734332.625,-13.81
734333,-13.87
734333.5,-13.81
734334,-13.86
734334.5,-13.86
734335,-13.89
734335.5,-13.89
734336,-13.94
734336.5,-13.93
734337,-13.95
734337.5,-13.98
734338,-13.99
734338.5,-13.98
734339,-14
734339.5,-13.99
734340,-14.03
734340.5,-14.02
734341,-14.03
734341.5,-14
734342,-14.02
734342.5,-14.05
734343,-14.06
734343.5,-14.05
734344,-14.06
734344.5,-14.06
734345,-14.08
734345.5,-14.08
734346,-14.1
734346.5,-14.1
734347,-14.12
734347.5,-14.12
734348,-14.14
734348.5,-14.15
734349,-14.16
734349.5,-14.15
734350,-14.17
734350.5,-14.15
734351,-14.17
734351.5,-14.17
734352,-14.18
734352.5,-14.17
734353,-14.21
734353.5,-14.22
734354,-14.21
734354.5,-14.18
734355,-14.19
734355.5,-14.18
734356,-14.21
734356.5,-14.21
734357,-14.24
734357.5,-14.24
734358,-14.25
734358.5,-14.23
734359,-14.24
734359.5,-14.2
734360,-14.24
734360.5,-14.24
734361,-14.25
734361.5,-14.23
734362,-14.26
734362.5,-14.24
734363,-14.3
734363.5,-14.29
734364,-14.3
734364.5,-14.29
734365,-14.3
734365.5,-14.29
734366,-14.3
734366.5,-14.3
734367,-14.25
734367.5,-14.22
734368,-14.24
734368.5,-14.22
734369,-14.22
734369.5,-14.25
734370,-14.26
734370.5,-14.25
734371,-14.24
734371.5,-14.25
734372,-14.23
734372.5,-14.23
734373,-14.23
734373.5,-14.22
734374,-14.22
734374.5,-14.21
734375,-14.21
734375.5,-14.22
734376,-14.25
734376.5,-14.23
734377,-14.25
734377.5,-14.23
734378,-14.23
734378.5,-14.22
734379,-14.21
734379.5,-14.19
734380,-14.24
734380.5,-14.23
734381,-14.27
734381.5,-14.27
734382,-14.29
734382.5,-14.3
734383,-14.34
734383.5,-14.35
734384,-14.37
734384.5,-14.37
734385,-14.38
734385.5,-14.37
734386,-14.4
734386.5,-14.39
734387,-14.38
734387.5,-14.36
734388,-14.35
734388.5,-14.35
734389,-14.35
734389.5,-14.34
734390,-14.34
734390.9583,-14.32
734391,-14.32
734391.5,-14.28
734401.5,-14.1
734402,-14.08
734402.5,-14.08
734403,-14.07
734403.5,-14.04
734404,-14.04
734404.5,-14.03
734405,-14.02
734405.5,-14.01
734406,-13.99
734406.5,-13.96
734407,-13.97
734407.5,-13.92
734408,-13.91
734408.5,-13.88
734409,-13.87
734409.5,-13.85
734410,-13.85
734410.5,-13.84
734411,-13.83
734411.5,-13.8
734412,-13.8
734412.5,-13.77
734413,-13.76
734413.5,-13.71
734414,-13.7
734414.5,-13.66
734415,-13.65
734415.5,-13.61
734416,-13.61
734417,-13.57
734417.5,-13.56
734418,-13.53
734418.5,-13.51
734419,-13.51
734419.5,-13.47
734420,-13.47
734420.5,-13.41
734421,-13.41
734421.5,-13.39
734422,-13.36
734422.5,-13.33
734423,-13.33
734423.5,-13.29
734424,-13.3
734424.5,-13.27
734425,-13.27
734425.5,-13.26
734426,-13.26
734426.5,-13.22
734427,-13.18
734427.5,-13.14
734428,-13.16
734428.5,-13.12
734429,-13.11
734429.5,-13.07
734430,-13.05
734430.5,-13
734431,-12.99
734431.5,-12.96
734432,-12.96
734432.5,-12.96
734433,-12.94
734433.5,-12.9
734434,-12.89
734434.5,-12.84
734435,-12.84
734435.5,-12.79
734436,-12.81
734436.5,-12.78
734437,-12.76
734437.5,-12.76
734438,-12.78
734438.5,-12.81
734439,-12.84
734439.5,-12.82
734440,-12.82
734440.5,-12.78
734441,-12.77
734441.5,-12.7
734442,-12.69
734442.5,-12.63
734443,-12.62
734443.5,-12.6
734444,-12.6
734444.5,-12.59
734445,-12.57
734445.5,-12.54
734446,-12.55
734446.5,-12.53
734447.5,-12.52
734448,-12.51
734448.5,-12.47
734449,-12.48
734449.5,-12.43
734450,-12.4
734450.5,-12.38
734451,-12.38
734451.5,-12.34
734452,-12.34
734452.5,-12.32
734453,-12.36
734453.5,-12.33
734454,-12.34
734454.5,-12.32
734455,-12.34
734455.5,-12.33
734456,-12.36
734456.5,-12.35
734457,-12.37
734457.5,-12.39
734458,-12.38
734458.5,-12.37
734459,-12.36
734459.5,-12.36
734460,-12.37
734460.5,-12.35
734461,-12.31
734461.5,-12.27
734462,-12.26
734462.5,-12.23
734463,-12.2
734463.5,-12.18
734464,-12.16
734464.5,-12.14
734465,-12.16
734465.5,-12.16
734466,-12.17
734466.5,-12.13
734467,-12.11
734467.5,-12.1
734468,-12.09
734468.5,-12.09
734469,-12.06
734469.5,-12.06
734470,-12.04
734470.5,-12.04
734471,-12.04
734471.5,-12.02
734472,-12.02
734472.5,-12
734473,-12.06
734473.5,-12.08
734474,-12.1
734474.5,-12.1
734475,-12.09
734475.5,-12.09
734476,-12.08
734476.5,-12.04
734477,-12.04
734477.5,-12.05
734478,-12.05
734478.5,-12.02
734479,-12.02
734479.5,-12.02
734480,-12.05
734480.5,-12.04
734481,-12.02
734481.5,-12.01
734482,-12
734482.5,-11.98
734483,-11.98
734483.5,-11.98
734484,-11.95
734484.5,-11.92
734485,-11.94
734485.5,-11.97
734486,-11.94
734486.5,-11.94
734487,-11.93
734487.5,-11.9
734488,-11.89
734488.5,-11.87
734489,-11.87
734489.5,-11.87
734490,-11.87
734490.5,-11.87
734491,-11.87
734491.5,-11.87
734492,-11.88
734492.5,-11.87
734493,-11.87
734493.5,-11.87
734494,-11.89
734494.5,-11.89
734495,-11.89
734495.5,-11.89
734496,-11.92
734496.5,-11.85
734497,-11.88
734497.5,-11.84
734498,-11.88
734498.5,-11.83
734499,-11.84
734499.5,-11.83
734500,-11.85
734500.5,-11.81
734501,-11.85
734501.5,-11.83
734502,-11.86
734502.5,-11.86
734503,-11.87
734503.5,-11.87
734504,-11.89
734504.5,-11.89
734505,-11.9
734505.5,-11.93
734506,-11.93
734506.5,-11.93
734507,-11.91
734507.5,-11.89
734508,-11.89
734508.5,-11.87
734509,-11.89
734509.5,-11.87
734510,-11.87
734510.5,-11.86
734511,-11.86
734511.5,-11.83
734512,-11.87
734512.5,-11.86
734513,-11.87
734513.5,-11.86
734514,-11.83
734514.5,-11.83
734515,-11.82
734515.5,-11.83
734516,-11.81
734516.5,-11.83
734517,-11.83
734517.5,-11.83
734518,-11.81
734518.5,-11.84
734519,-11.84
734519.5,-11.82
734520,-11.83
734520.5,-11.83
734521,-11.87
734521.5,-11.87
734522,-11.89
734522.5,-11.86
734523,-11.89
734523.5,-11.86
734524,-11.91
734524.5,-11.9
734525,-11.92
734525.5,-11.92
734526,-11.96
734526.5,-11.93
734527,-11.97
734527.5,-11.96
734528,-12.01
734528.5,-12.01
734529,-12.02
734529.5,-12.04
734530,-12.04
734530.5,-12.03
734531,-12.05
734531.5,-12.05
734532,-12.05
734532.5,-12.03
734533,-12.08
734533.5,-12.09
734534,-12.12
734534.5,-12.1
734535,-12.14
734535.5,-12.15
734536,-12.17
734536.5,-12.18
734537,-12.22
734537.5,-12.22
734538,-12.23
734538.5,-12.23
734539,-12.22
734539.5,-12.22
734540,-12.21
734540.5,-12.21
734541,-12.2
734541.5,-12.21
734542,-12.23
734542.5,-12.24
734543,-12.27
734543.5,-12.26
734544,-12.28
734544.5,-12.27
734545,-12.3
734545.5,-12.3
734546,-12.3
734546.5,-12.29
734547,-12.3
734547.5,-12.3
734548,-12.3
734548.5,-12.33
734549,-12.57
734549.5,-12.54
734550,-12.58
734550.5,-12.59
734551,-12.56
734551.5,-12.52
734552,-12.44
734552.5,-12.39
734553,-12.36
734553.5,-12.42
734553.9583,-12.49
734554.5,-12.49
734555,-12.5
734555.5,-12.51
734556,-12.54
734557,-12.36
734558,-12.35
734558.4583,-12.35
734559,-12.36
734559.5,-12.35
734560,-12.34
734560.5,-12.37
734561,-12.37
734561.5,-12.36
734562,-12.36
734562.5,-12.35
734563,-12.35
734563.5,-12.36
734564,-12.34
734564.5,-12.32
734565,-12.35
734565.5,-12.35
734566,-12.38
734566.5,-12.37
734567,-12.35
734567.5,-12.34
734568,-12.35
734568.5,-12.37
734569,-12.37
734569.5,-12.35
734570,-12.39
734570.5,-12.36
734571,-12.39
734571.5,-12.36
734572,-12.35
734572.5,-12.33
734573,-12.31
734573.5,-12.32
734574,-12.35
734574.5,-12.35
734575,-12.34
734575.5,-12.33
734576,-12.34
734576.5,-12.33
734577,-12.36
734577.5,-12.36
734578,-12.35
734578.5,-12.35
734579,-12.36
734579.5,-12.37
734580,-12.37
734580.5,-12.36
734581,-12.37
734581.5,-12.37
734582,-12.41
734582.5,-12.41
734583,-12.41
734583.5,-12.41
734584,-12.42
734584.5,-12.42
734585,-12.42
734585.5,-12.42
734586,-12.45
734586.5,-12.44
734587,-12.44
734587.5,-12.48
734588,-12.45
734588.5,-12.46
734589,-12.45
734589.5,-12.48
734590,-12.48
734590.5,-12.48
734591,-12.47
734591.5,-12.48
734592,-12.49
734592.5,-12.5
734593,-12.52
734593.5,-12.52
734594,-12.53
734594.5,-12.53
734595,-12.54
734595.5,-12.54
734596,-12.53
734596.5,-12.52
734597,-12.57
734597.5,-12.57
734598,-12.56
734598.5,-12.61
734599,-12.62
734599.5,-12.62
734600,-12.62
734600.5,-12.61
734601,-12.65
734601.5,-12.65
734602,-12.67
734602.5,-12.66
734603,-12.7
734603.5,-12.7
734604,-12.73
734604.5,-12.74
734605,-12.76
734605.5,-12.71
734606,-12.76
734606.5,-12.75
734607,-12.75
734607.5,-12.71
734608,-12.72
734608.5,-12.69
734609,-12.73
734609.5,-12.7
734610,-12.7
734610.5,-12.7
734611,-12.7
734611.5,-12.72
734612,-12.72
734613,-12.47
734613.5,-12.48
734614,-12.49
734614.5,-12.47
734615,-12.52
734615.5,-12.54
734616,-12.56
734616.5,-12.54
734617,-12.55
734617.5,-12.57
734618,-12.59
734618.5,-12.6
734619,-12.68
734619.5,-12.63
734620,-12.8
734620.5,-12.79
734621,-12.82
734621.5,-12.84
734622,-12.86
734622.5,-12.88
734623,-12.88
734623.5,-12.84
734624,-12.93
734624.5,-12.91
734625,-12.97
734625.5,-12.96
734626,-12.97
734626.5,-12.95
734627,-12.95
734627.5,-12.94
734628,-12.92
734628.5,-12.91
734629,-12.91
734629.5,-12.91
734630,-12.89
734630.5,-12.88
734631,-12.89
734631.5,-12.88
734632,-12.93
734632.5,-12.92
734633,-13.01
734633.5,-12.98
734634,-13.12
734634.5,-13.09
734635,-13.2
734635.5,-13.15
734636,-13.3
734636.5,-13.26
734637,-13.29
734637.5,-13.24
734638,-13.27
734638.5,-13.24
734639,-13.29
734639.5,-13.23
734640,-13.22
734640.5,-13.18
734641,-13.23
734642.5,-13.36
734643,-13.44
734643.5,-13.49
734644,-13.58
734644.5,-13.56
734645,-13.69
734645.5,-13.66
734646,-13.66
734646.5,-13.65
734647,-13.68
734647.5,-13.68
734648,-13.66
734648.5,-13.61
734649,-13.73
734649.5,-13.66
734650,-13.66
734650.5,-13.63
734651,-13.71
734651.5,-13.67
734652,-13.72
734652.5,-13.74
734653,-13.8
734653.5,-13.82
734654,-13.96
734654.5,-13.93
734655,-14.06
734655.5,-14.07
734656,-14.15
734656.5,-14.1
734657,-14.02
734657.5,-13.98
734658,-14.08
734658.5,-14.04
734659,-14.16
734659.5,-14.15
734660,-14.2
734660.5,-14.18
734661,-14.29
734661.5,-14.25
734662,-14.32
734662.5,-14.35
734663,-14.43
734663.5,-14.43
734664,-14.43
734664.5,-14.39
734665,-14.44
734665.5,-14.4
734666,-14.48
734666.5,-14.43
734667,-14.39
734667.5,-14.35
734668,-14.35
734668.5,-14.31
734669,-14.38
734669.5,-14.39
734670,-14.51
734670.5,-14.55
734671,-14.64
734671.5,-14.63
734672,-14.69
734672.5,-14.7
734673,-14.75
734673.5,-14.74
734674,-14.77
734674.5,-14.78
734675,-14.82
734675.4167,-14.81
734678,-14.89
734678.5,-14.88
734679,-14.88
734679.5,-14.88
734680,-14.88
734680.5,-14.88
734681,-14.91
734681.5,-14.88
734681.9583,-14.94
734682.5,-14.92
734682.9583,-14.96
734683.5,-14.96
734683.9583,-14.97
734684.5,-14.96
734684.9583,-14.97
734685.5,-14.97
734685.9583,-15.03
734686.5,-15.03
734686.9583,-15.11
734687.5,-15.11
734687.9583,-15.18
734688.5,-15.17
734688.9583,-15.26
734689.5,-15.24
734689.9583,-15.3
734690.5,-15.29
734690.9583,-15.27
734691.5,-15.25
734691.9583,-15.29
734692.5,-15.27
734692.9583,-15.29
734693.5,-15.26
734693.9583,-15.3
734694.5,-15.29
734694.9583,-15.31
734695.6667,-15.31
734695.7083,-15.31
734695.75,-15.31
734695.7917,-15.31
734695.8333,-15.32
734695.875,-15.32
734695.9167,-15.32
734695.9583,-15.32
734696.0417,-15.32
734696.0833,-15.32
734696.125,-15.32
734696.1667,-15.32
734696.2083,-15.32
734696.25,-15.32
734696.5,-15.32
734696.9583,-15.34
734697.2917,-15.33
734697.3333,-15.33
734697.375,-15.33
734697.4167,-15.33
734697.4583,-15.34
734697.5,-15.32
734697.5417,-15.32
734697.625,-15.34
734697.6667,-15.34
734697.7083,-15.34
734697.75,-15.35
734697.7917,-15.35
734697.8333,-15.34
734697.875,-15.35
734697.9167,-15.35
734697.9583,-15.35
734698.0417,-15.35
734698.0833,-15.35
734698.125,-15.35
734698.1667,-15.35
734698.2083,-15.35
734698.25,-15.35
734698.5,-15.32
734698.9583,-15.38
734699.5,-15.35
734699.9583,-15.41
734700.5,-15.39
734700.9583,-15.47
734701.5,-15.47
734701.9583,-15.57
734702.5,-15.56
734702.9583,-15.65
734703.5,-15.61
734703.9583,-15.67
734704.5,-15.65
734704.9583,-15.69
734705.5,-15.68
734705.9583,-15.71
734706.5,-15.7
734706.9583,-15.79
734707.5,-15.77
734707.9583,-15.8
734708.5,-15.79
734708.9583,-15.82
734709.5,-15.8
734709.9583,-15.84
734711.5417,-15.81
734711.9583,-15.86
734712.5,-15.84
734712.9583,-15.86
734713.5,-15.86
734713.9583,-15.88
734714.5,-15.85
734714.9583,-15.9
734715.5,-15.86
734715.9583,-15.9
