LTU014PIAEVA920', 
736048.5,-18.36
736049,-18.28
736049.5,-18.27
736050,-18.24
736050.5,-18.28
736051,-18.3
736051.5,-18.35
736052,-18.32
736052.5,-18.37
736053,-18.3
736053.5,-18.3
736054,-18.26
736054.5,-18.3
736055,-18.29
736055.5,-18.35
736056,-18.3
736056.5,-18.35
736057,-18.33
736057.5,-18.29
736058,-18.43
736058.5,-18.52
736059,-18.51
736059.5,-18.53
736060,-18.51
736060.5,-18.57
736061,-18.52
736061.5,-18.55
736062,-18.54
736062.5,-18.56
736063,-18.54
736063.5,-18.54
736064,-18.54
736064.5,-18.58
736065,-18.57
736065.5,-18.57
736066,-18.61
736066.5,-18.63
736067,-18.73
736067.5,-18.75
736068,-18.73
736068.5,-18.71
736069,-18.77
736069.5,-18.74
736070,-18.75
736070.5,-18.75
736071,-18.78
736071.5,-18.78
736072,-18.8
736072.5,-18.78
736073,-18.78
736073.5,-18.78
736074,-18.81
736074.5,-18.79
736075,-18.8
736075.5,-18.8
736076,-18.9
736076.5,-18.9
736077,-18.91
736077.5,-18.92
736078,-18.91
736078.5,-18.91
736079,-18.89
736079.5,-18.91
736080,-18.9
736080.5,-18.88
736081,-18.9
736081.5,-18.87
736082,-18.89
736082.5,-18.87
736083,-18.9
736083.5,-18.87
736084,-18.89
736084.5,-18.86
736085,-18.87
736085.5,-18.85
736086,-18.86
736086.5,-18.82
736087,-18.85
736087.5,-18.83
736088,-18.87
736089.5,-18.87
736090,-18.87
736090.5,-18.84
736091,-18.86
736091.5,-18.84
736092,-18.93
736092.5,-18.94
736093,-19
736093.5,-18.99
736094,-19.02
736094.5,-18.99
736095,-19
736095.5,-18.95
736096,-18.95
736096.5,-18.94
736097,-18.98
736097.5,-18.93
736098,-19.02
736098.5,-18.99
736099,-19.11
736099.5,-19.1
736100,-19.21
736100.5,-19.22
736101,-19.24
736104,-19.53
736104.5,-19.46
736105,-19.5
736105.5,-19.47
736106,-19.48
736106.5,-19.44
736107,-19.44
736107.5,-19.41
736108,-19.48
736108.5,-19.49
736109,-19.55
736109.5,-19.57
736110,-19.64
736110.5,-19.67
736111,-19.75
736111.5,-19.76
736112,-19.82
736112.5,-19.82
736113,-19.83
736113.5,-19.8
736114,-19.88
736114.5,-19.88
736115,-19.91
736115.5,-19.88
736116,-19.92
736116.5,-19.91
736117,-19.96
736117.5,-19.94
736118,-19.91
736118.5,-19.89
736119,-19.94
736119.5,-19.94
736120,-20
736120.5,-20
736121,-20
736121.5,-19.97
736122,-20.02
736122.5,-20.01
736123,-20.05
736123.5,-20.04
736124,-20.04
736124.5,-20.05
736125,-20.06
736125.5,-20.09
736126,-20.15
736126.5,-20.15
736127,-20.19
736127.5,-20.2
736128,-20.26
736128.5,-20.26
736129,-20.37
736129.5,-20.34
736130,-20.43
736130.5,-20.43
736131,-20.46
736131.5,-20.45
736132,-20.45
736132.5,-20.44
736133,-20.5
736133.5,-20.5
736134,-20.57
736134.5,-20.55
736135,-20.57
736135.5,-20.56
736136,-20.59
736136.5,-20.59
736137,-20.65
736137.5,-20.65
736138,-20.74
736138.5,-20.73
736139,-20.74
736139.5,-20.73
736140,-20.74
736140.5,-20.74
736141,-20.78
736141.5,-20.77
736142,-20.78
736142.5,-20.77
736143,-20.85
736143.5,-20.84
736144,-20.83
736144.5,-20.82
736145,-20.83
736145.5,-20.82
736146,-20.86
736146.5,-20.86
736147,-20.86
736147.5,-20.84
736148,-20.84
736148.5,-20.84
736149,-20.89
736149.5,-20.86
736150,-20.88
736150.5,-20.86
736151,-20.92
736151.5,-20.91
736152,-20.97
736152.5,-20.96
736153,-20.99
736154,-21.02
736154.5,-21.01
736155,-21.03
736155.5,-21.02
736156,-21.07
736156.5,-21.06
736157,-21.09
736157.5,-21.07
736158,-21.14
736158.5,-21.14
736159,-21.21
736159.5,-21.22
736160,-21.27
736160.5,-21.25
736161,-21.27
736161.5,-21.25
736162,-21.29
736162.5,-21.28
736163,-21.31
736163.5,-21.29
736164,-21.29
736164.5,-21.29
736165,-21.29
736165.5,-21.28
736166,-21.31
736166.5,-21.31
736167,-21.32
736167.5,-21.3
736168,-21.3
736168.5,-21.3
736169,-21.3
736169.5,-21.3
736170,-21.32
736170.5,-21.32
736171,-21.33
736171.5,-21.33
736172,-21.37
736172.5,-21.36
736173,-21.37
736173.5,-21.38
736174,-21.48
736174.5,-21.47
736175,-21.56
736175.5,-21.55
736176,-21.57
736176.5,-21.56
736177,-21.6
736177.5,-21.58
736178,-21.6
736178.5,-21.57
736179,-21.57
736179.5,-21.57
736180,-21.58
736180.5,-21.57
736181,-21.58
736181.5,-21.58
736182,-21.58
736182.5,-21.58
736183,-21.58
736183.5,-21.58
736184,-21.58
736184.5,-21.57
736185,-21.59
736185.5,-21.57
736186,-21.61
736186.5,-21.6
736187,-21.61
736187.5,-21.6
736188,-21.59
736188.5,-21.59
736189,-21.62
736189.5,-21.6
736190,-21.62
736190.5,-21.6
736191,-21.6
736191.5,-21.6
736192,-21.63
736192.5,-21.61
736193,-21.66
736193.5,-21.65
736194,-21.7
736194.5,-21.69
736195,-21.72
736195.5,-21.71
736196,-21.77
736196.5,-21.76
736197,-21.8
736197.5,-21.78
736198,-21.8
736198.5,-21.77
736199,-21.81
736199.5,-21.78
736200,-21.82
736200.5,-21.8
736201,-21.84
736201.5,-21.81
736202,-21.85
736202.5,-21.82
736203,-21.85
736203.5,-21.82
736204,-21.85
736204.5,-21.82
736205,-21.84
736205.5,-21.8
736206,-21.82
736206.5,-21.81
736207,-21.82
736207.5,-21.81
736208,-21.82
736208.5,-21.79
736209,-21.82
736209.5,-21.81
736210,-21.83
736210.5,-21.8
736211,-21.83
736211.5,-21.79
736212,-21.82
736212.5,-21.79
736213,-21.82
736213.5,-21.78
736214,-21.82
736214.5,-21.81
736215,-21.84
736215.5,-21.81
736216,-21.83
736216.5,-21.82
736217,-21.83
736217.5,-21.82
736218,-21.85
736218.5,-21.81
736219,-21.82
736219.5,-21.8
736220,-21.8
736220.5,-21.8
736221,-21.8
736221.5,-21.8
736222,-21.8
736222.5,-21.77
736223,-21.77
736223.5,-21.76
736224,-21.78
736224.5,-21.76
736225,-21.78
736225.5,-21.75
736226,-21.79
736226.5,-21.78
736227,-21.78
736227.5,-21.76
736228,-21.79
736228.5,-21.76
736229,-21.78
736229.5,-21.75
736230,-21.76
736230.5,-21.73
736231,-21.75
736231.5,-21.71
736232,-21.72
736232.5,-21.7
736233,-21.7
736233.5,-21.71
736234,-21.74
736234.5,-21.71
736235,-21.7
736235.5,-21.68
736236,-21.68
736236.5,-21.68
736237,-21.7
736237.5,-21.66
736238,-21.66
736238.5,-21.62
736239,-21.6
736239.5,-21.55
736240,-21.55
736240.5,-21.49
736241,-21.51
736241.5,-21.45
736242,-21.47
736242.5,-21.45
736243,-21.44
736244,-21.41
736244.5,-21.39
736245,-21.41
736245.5,-21.37
736246,-21.37
736246.5,-21.34
736247,-21.33
736247.5,-21.28
736248,-21.28
736248.5,-21.26
736249,-21.24
736249.5,-21.21
736250,-21.23
736250.5,-21.16
736251,-21.19
736251.5,-21.17
736252,-21.17
736252.5,-21.14
736253,-21.13
736253.5,-21.1
736254,-21.09
736254.5,-21.05
736255,-21.04
736255.5,-20.99
736256,-20.98
736256.5,-20.94
736257,-20.91
736257.5,-20.89
736258,-20.87
736258.5,-20.81
736259,-20.81
736259.5,-20.77
736260,-20.77
736260.5,-20.72
736261,-20.72
736261.5,-20.68
736262,-20.66
736262.5,-20.64
736263,-20.66
736263.5,-20.61
736264,-20.6
736264.5,-20.54
736265,-20.54
736265.5,-20.48
736266,-20.47
736266.5,-20.45
736267,-20.43
736267.5,-20.4
736268,-20.38
736268.5,-20.31
736269,-20.3
736269.5,-20.26
736270,-20.27
736270.5,-20.29
736271,-20.26
736271.5,-20.27
736272,-20.29
736272.5,-20.29
736273,-20.29
736273.5,-20.26
736274,-20.27
736274.5,-20.25
736275,-20.26
736275.5,-20.24
736276,-20.22
736276.5,-20.2
736277,-20.2
736277.5,-20.18
736278,-20.2
736278.5,-20.18
736279,-20.17
736279.5,-20.15
736280,-20.18
736280.5,-20.17
736281,-20.17
736281.5,-20.18
736282,-20.17
736282.5,-20.14
736283,-20.14
736283.5,-20.09
736284,-20.07
736284.5,-20.01
736285,-20
736285.5,-19.97
736286,-19.97
736286.5,-19.89
736287,-19.84
736287.5,-19.84
736288,-19.86
736288.5,-19.9
736289,-19.84
736289.5,-19.86
736290,-19.83
736290.5,-19.83
736291,-19.83
736291.5,-19.77
736292,-19.76
736292.5,-19.73
736293,-19.73
736293.5,-19.69
736294,-19.68
736294.5,-19.65
736295,-19.65
736295.5,-19.66
736296,-19.62
736296.5,-19.64
736297,-19.64
736297.5,-19.6
736298,-19.6
736298.5,-19.61
736299,-19.58
736299.5,-19.57
736300,-19.56
736300.5,-19.53
736301,-19.52
736301.5,-19.49
736302.5,-19.52
736303,-19.51
736303.5,-19.51
736305,-19.47
736305.5,-19.46
736306,-19.44
736306.5,-19.43
736307,-19.43
736307.5,-19.43
736308,-19.42
736308.5,-19.43
736309,-19.45
736309.5,-19.46
736310,-19.46
736310.5,-19.46
736311,-19.45
736311.5,-19.44
736312,-19.44
736312.5,-19.44
736313,-19.42
736313.5,-19.42
736314,-19.41
736314.5,-19.39
736315,-19.39
736315.5,-19.39
736316,-19.39
736316.5,-19.39
736317,-19.38
736317.5,-19.37
736318,-19.36
736318.5,-19.35
736319,-19.34
736319.5,-19.34
736320,-19.33
736320.5,-19.33
736321,-19.32
736321.5,-19.32
736322,-19.32
736322.5,-19.32
736323,-19.32
736323.5,-19.3
736324,-19.32
736324.5,-19.29
736325,-19.28
736325.5,-19.28
736326,-19.28
736326.5,-19.28
736327,-19.29
736327.5,-19.27
736328,-19.26
736328.5,-19.25
736329,-19.25
736329.5,-19.26
736330,-19.25
736330.5,-19.24
736331,-19.24
736331.5,-19.23
736332,-19.23
736332.5,-19.22
736333,-19.24
736333.5,-19.23
736334,-19.25
736334.5,-19.25
736335,-19.26
736335.5,-19.26
736336,-19.26
736336.5,-19.25
736337,-19.25
736337.5,-19.24
736338,-19.24
736338.5,-19.25
736339,-19.25
736339.5,-19.24
736340,-19.24
736340.5,-19.24
736341,-19.22
736341.5,-19.27
736342,-19.27
736342.5,-19.27
736343,-19.28
736343.5,-19.28
736344,-19.3
736344.5,-19.34
736345,-19.36
736345.5,-19.33
736346,-19.34
736346.5,-19.31
736347,-19.32
736347.5,-19.31
736348,-19.31
736348.5,-19.33
736349,-19.33
736349.5,-19.34
736350,-19.34
736350.5,-19.31
736351,-19.33
736351.5,-19.34
736352,-19.35
736352.5,-19.34
736353,-19.39
736353.5,-19.41
736354,-19.41
736354.5,-19.4
736355,-19.4
736355.5,-19.41
736356,-19.4
736356.5,-19.4
736357,-19.41
736357.5,-19.44
736358,-19.44
736358.5,-19.43
736359,-19.43
736359.5,-19.45
736360,-19.45
736360.5,-19.44
736361,-19.44
736361.5,-19.44
736362,-19.45
736362.5,-19.45
736363,-19.49
736363.5,-19.49
736364,-19.48
736364.5,-19.48
736365,-19.49
736365.5,-19.48
736366,-19.5
736366.5,-19.53
736367,-19.51
736367.5,-19.5
736368,-19.51
