'LTU016PIAPE910',2003-01-08-00:00:00'
733469.5417,1.83
733469.5833,1.84
733469.625,1.84
733469.6667,1.84
733469.7083,1.86
733469.75,1.86
733469.7917,1.86
733469.8333,1.87
733469.875,1.87
733469.9167,1.87
733469.9583,1.87
733470,1.88
733470.0417,1.87
733470.0833,1.88
733470.125,1.88
733470.1667,1.87
733470.2083,1.88
733470.25,1.88
733470.2917,1.88
733470.3333,1.88
733470.375,1.87
733470.4167,1.87
733470.4583,1.87
733470.5,1.86
733470.5417,1.86
733470.5833,1.87
733470.625,1.84
733470.6667,1.86
733470.7083,1.86
733470.75,1.87
733470.7917,1.86
733470.8333,1.87
733470.875,1.86
733470.9167,1.86
733470.9583,1.87
733471,1.88
733471.0417,1.88
733471.0833,1.88
733471.125,1.88
733471.1667,1.88
733471.2083,1.88
733471.25,1.88
733471.2917,1.88
733471.3333,1.88
733471.375,1.88
733471.4167,1.89
733471.4583,1.88
733471.5,1.88
733471.5417,1.89
733471.5833,1.89
733471.625,1.91
733471.6667,1.91
733471.7083,1.91
733471.75,1.91
733471.7917,1.91
733471.8333,1.91
733471.875,1.89
733471.9167,1.92
733471.9583,1.91
733472,1.91
733472.0417,1.91
733472.0833,1.91
733472.125,1.89
733472.1667,1.91
733472.2083,1.91
733472.25,1.91
733472.2917,1.91
733472.3333,1.91
733472.375,1.91
733472.4167,1.92
733472.4583,1.89
733472.5,1.92
733472.5417,1.91
733472.5833,1.93
733472.625,1.92
733472.6667,1.91
733472.7083,1.91
733472.75,1.89
733472.7917,1.91
733472.8333,1.89
733472.875,1.89
733472.9167,1.89
733472.9583,1.91
733473,1.89
733473.0417,1.89
733473.0833,1.91
733473.125,1.92
733473.1667,1.92
733473.2083,1.92
733473.25,1.91
733473.2917,1.92
733473.3333,1.92
733473.375,1.92
733473.4167,1.88
733473.4583,1.89
733473.5,1.88
733473.5417,1.87
733473.5833,1.87
733473.625,1.88
733473.6667,1.89
733473.7083,1.88
733473.75,1.89
733473.7917,1.88
733473.8333,1.89
733473.875,1.89
733473.9167,1.89
733473.9583,1.91
733474,1.89
733474.0417,1.91
733474.0833,1.91
733474.125,1.91
733474.1667,1.91
733474.2083,1.91
733474.25,1.91
733474.2917,1.92
733474.3333,1.89
733474.375,1.89
733474.4167,1.88
733474.4583,1.89
733474.5,1.89
733474.5417,1.89
733474.5833,1.89
733474.625,1.91
733474.6667,1.91
733474.7083,1.92
733474.75,1.92
733474.7917,1.91
733474.8333,1.92
733474.875,1.92
733474.9167,1.92
733474.9583,1.94
733475,1.94
733475.0417,1.93
733475.0833,1.94
733475.125,1.94
733475.1667,1.96
733475.2083,1.96
733475.25,1.94
733475.2917,1.94
733475.3333,1.96
733475.375,1.94
733475.4167,1.94
733475.4583,1.94
733475.5,1.94
733475.5417,1.97
733475.5833,1.96
733475.625,1.96
733475.6667,1.96
733475.7083,1.96
733475.75,1.96
733475.7917,1.96
733475.8333,1.96
733475.875,1.96
733475.9167,1.96
733475.9583,1.96
733476,1.97
733476.0417,1.97
733476.0833,1.97
733476.125,1.97
733476.1667,1.97
733476.2083,1.97
733476.25,1.97
733476.2917,1.97
733476.3333,1.97
733476.375,1.96
733476.4167,1.97
733476.4583,1.96
733476.5,1.96
733476.5417,1.96
733476.5833,1.96
733476.625,1.96
733476.6667,1.97
733476.7083,1.97
733476.75,1.97
733476.7917,1.97
733476.8333,1.97
733476.875,1.97
733476.9167,1.97
733476.9583,1.97
733477,1.97
733477.0417,1.97
733477.0833,1.97
733477.125,1.97
733477.1667,1.97
733477.2083,1.98
733477.25,1.96
733477.2917,1.97
733477.3333,1.97
733477.375,1.98
733477.4167,1.98
733477.4583,1.96
733477.5,1.94
733477.5417,1.94
733477.5833,1.94
733477.625,1.94
733477.6667,1.94
733477.7083,1.96
733477.75,1.96
733477.7917,1.96
733478.4167,1.94
733478.4583,1.94
733478.5,1.93
733478.5417,1.93
733478.5833,1.93
733478.625,1.93
733478.6667,1.94
733478.7083,1.93
733478.75,1.94
733478.7917,1.96
733478.8333,1.96
733478.875,1.94
733478.9167,1.96
733478.9583,1.96
733479,1.96
733479.0417,1.97
733479.0833,1.96
733479.125,1.96
733479.1667,1.96
733479.2083,1.97
733479.25,1.97
733479.3333,1.94
733479.375,1.94
733479.4167,1.97
733479.4583,1.96
733479.5,1.94
733479.5417,1.94
733479.5833,1.93
733479.625,1.96
733479.6667,1.94
733479.7083,1.97
733479.75,1.97
733479.7917,1.98
733479.8333,1.98
733479.875,1.98
733479.9167,1.98
733479.9583,1.98
733480,1.98
733480.0417,1.98
733480.0833,1.98
733480.125,2
733480.1667,1.98
733480.2083,2
733480.25,1.98
733480.2917,1.98
733480.3333,1.98
733480.375,2
733480.4167,1.98
733480.4583,1.98
733480.5,1.97
733480.5417,2
733480.5833,1.97
733480.625,1.98
733480.6667,1.98
733480.7083,2
733480.75,2
733480.7917,2
733480.8333,2
733480.875,2.01
733480.9167,2.01
733480.9583,2.01
733481,2.01
733481.0417,2
733481.0833,2
733481.125,2
733481.1667,2.01
733481.2083,2
733481.25,2
733481.2917,2
733481.3333,2
733481.375,2
733481.4167,2
733481.4583,1.98
733481.5,1.97
733481.5417,1.97
733481.5833,1.98
733481.625,1.98
733481.6667,1.97
733481.7083,1.97
733481.75,1.98
733481.7917,2
733481.8333,1.98
733481.875,2.01
733481.9167,1.98
733481.9583,2
733482,2.01
733482.0417,2
733482.0833,2
733482.125,2
733482.1667,2
733482.2083,2.01
733482.25,2
733482.2917,2
733482.3333,2
733482.375,2.01
733482.4167,2
733482.4583,1.98
733482.5,1.98
733482.5417,1.97
733482.5833,1.97
733482.625,1.98
733482.6667,1.98
733482.7083,1.98
733482.75,1.97
733482.7917,1.97
733482.8333,1.98
733482.875,2
733482.9167,2
733482.9583,2
733483,2
733483.0417,2.01
733483.0833,2
733483.125,2.01
733483.1667,2.01
733483.2083,2.01
733483.25,2.01
733483.2917,2.01
733483.3333,2.01
733483.375,2
733483.4167,2
733483.4583,2.01
733483.5,2.01
733483.5417,2.01
733483.5833,2.01
733483.625,2.01
733483.6667,2.02
733483.7083,2.01
733483.75,2.02
733483.7917,2.02
733483.8333,2.02
733483.875,2.03
733483.9167,2.03
733483.9583,2.03
733484,2.03
733484.0417,2.03
733484.0833,2.03
733484.125,2.03
733484.1667,2.02
733484.2083,2.03
733484.25,2.03
733484.2917,2.05
733484.3333,2.02
733484.375,2.03
733484.4167,2.03
733484.4583,2.02
733484.5,2.03
733484.5417,2.02
733484.5833,2.03
733484.625,2.03
733484.6667,2.05
733484.7083,2.05
733484.75,2.06
733484.7917,2.06
733484.8333,2.06
733484.875,2.06
733484.9167,2.05
733484.9583,2.06
733485,2.06
733485.0417,2.05
733485.0833,2.06
733485.125,2.05
733485.1667,2.05
733485.2083,2.05
733485.25,2.05
733485.2917,2.03
733485.3333,2.05
733485.375,2.06
733485.4167,2.05
733485.4583,2.02
733485.5,2.03
733485.5417,2.03
733485.5833,2.03
733485.625,2.05
733485.6667,2.06
733485.7083,2.05
733485.75,2.06
733485.7917,2.06
733485.8333,2.06
733485.875,2.06
733485.9167,2.06
733485.9583,2.06
733486,2.07
733486.0417,2.08
733486.0833,2.07
733486.125,2.07
733486.1667,2.06
733486.2083,2.06
733486.25,2.06
733486.2917,2.06
733486.3333,2.06
733486.375,2.07
733486.4167,2.05
733486.4583,2.05
733486.5,2.06
733486.5417,2.05
733486.5833,2.06
733486.6667,2.06
733486.7083,2.06
733486.75,2.06
733486.7917,2.06
733486.8333,2.07
733486.875,2.06
733486.9167,2.06
733486.9583,2.07
733487,2.07
733487.0417,2.07
733487.0833,2.07
733487.125,2.07
733487.1667,2.08
733487.2083,2.08
733487.25,2.08
733487.2917,2.08
733487.375,2.08
733487.4167,2.08
733487.4583,2.08
733487.5,2.08
733487.5417,2.1
733487.5833,2.1
733487.625,2.1
733487.6667,2.1
733487.7083,2.1
733487.75,2.1
733487.7917,2.1
733487.8333,2.1
733487.875,2.1
733487.9167,2.1
733487.9583,2.11
733488,2.11
733488.0417,2.11
733488.0833,2.12
733488.125,2.11
733488.1667,2.11
733488.2083,2.11
733488.25,2.12
733488.2917,2.11
733488.3333,2.11
733488.375,2.11
733488.4167,2.11
733488.4583,2.11
733488.5,2.1
733488.5417,2.08
733488.5833,2.1
733488.625,2.1
733488.6667,2.1
733488.7083,2.1
733488.75,2.1
733488.7917,2.1
733488.8333,2.1
733488.875,2.08
733488.9167,2.1
733488.9583,2.1
733489,2.1
733489.0417,2.1
733489.0833,2.11
733489.125,2.11
733489.1667,2.11
733489.2083,2.11
733489.25,2.1
733489.2917,2.1
733489.3333,2.1
733489.375,2.08
733489.4167,2.07
733489.4583,2.07
733489.5,2.07
733489.5417,2.07
733489.5833,2.08
733489.625,2.08
733489.6667,2.08
733489.7083,2.08
733489.75,2.1
733489.7917,2.1
733489.8333,2.08
733489.875,2.08
733489.9167,2.08
733489.9583,2.1
733490,2.1
733490.0417,2.1
733490.0833,2.1
733490.125,2.1
733490.1667,2.1
733490.2083,2.1
733490.25,2.1
733490.2917,2.08
733490.3333,2.08
733490.375,2.08
733490.4167,2.07
733490.4583,2.06
733490.5,2.07
733490.5417,2.07
733490.5833,2.07
733490.625,2.08
733490.6667,2.08
733490.7083,2.08
733490.75,2.1
733490.7917,2.1
733490.8333,2.08
733490.875,2.08
733490.9167,2.08
733490.9583,2.08
733491,2.07
733491.0417,2.08
733491.0833,2.08
733491.125,2.08
733491.1667,2.07
733491.2083,2.08
733491.25,2.07
733491.2917,2.07
733491.3333,2.06
733491.375,2.07
733491.4167,2.06
733491.4583,2.05
733491.5,2.05
733491.5417,2.05
733491.5833,2.05
733491.625,2.06
733491.6667,2.06
733491.7083,2.07
733491.75,2.07
733491.7917,2.07
733491.8333,2.07
733491.875,2.07
733491.9167,2.06
733491.9583,2.06
733492,2.06
733492.0417,2.05
733492.0833,2.06
733492.125,2.06
733492.1667,2.06
733492.2083,2.06
733492.25,2.05
733492.2917,2.05
733492.3333,2.05
733492.375,2.05
733492.4167,2.02
733492.4583,2.02
733492.5,2.01
733492.5417,2.02
733492.5833,2.02
733492.625,2.02
733492.75,2.03
733492.7917,2.03
733492.8333,2.03
733492.875,2.05
733492.9167,2.03
733492.9583,2.05
733493,2.03
733493.0417,2.03
733493.0833,2.03
733493.125,2.05
733493.1667,2.05
733493.2083,2.05
733493.25,2.05
733493.375,2.02
733493.4167,2.05
733493.4583,2.03
733493.5,2.03
733493.5417,2.03
733493.5833,2.05
733494.2917,2.07
733494.3333,2.07
733494.375,2.05
733495,2.1
733495.0417,2.08
733495.0833,2.08
733495.125,2.08
733495.1667,2.1
733495.2083,2.08
733495.25,2.1
733495.2917,2.08
733495.3333,2.1
733495.375,2.08
733495.4167,2.09
733495.4583,2.07
733495.5,2.07
733495.5833,2.07
733495.625,2.09
733495.6667,2.09
733495.7083,2.09
733495.75,2.1
733495.7917,2.11
733495.8333,2.1
733495.875,2.1
733495.9167,2.1
733495.9583,2.11
733496,2.11
733496.0417,2.1
733496.0833,2.1
733496.125,2.1
733496.1667,2.1
733496.2083,2.1
733496.25,2.1
733496.2917,2.1
733496.3333,2.1
733496.375,2.08
733496.4167,2.08
733496.4583,2.08
733496.5,2.09
733496.5417,2.1
733496.5833,2.11
733496.625,2.1
733496.6667,2.11
733496.7083,2.11
733496.75,2.12
733496.7917,2.12
733496.8333,2.12
733496.875,2.12
733496.9167,2.12
733496.9583,2.11
733497,2.12
733497.0417,2.12
733497.0833,2.11
733497.125,2.12
733497.1667,2.12
733497.2083,2.11
733497.25,2.11
733497.2917,2.11
733497.3333,2.1
733497.375,2.1
733497.4167,2.1
733497.4583,2.09
733497.5,2.1
733497.5417,2.1
733497.5833,2.11
733497.625,2.11
733497.6667,2.11
733497.7083,2.12
733497.75,2.12
733497.7917,2.12
733497.8333,2.12
733497.875,2.14
733497.9167,2.14
733497.9583,2.12
733498,2.14
733498.0417,2.14
733498.0833,2.14
733498.125,2.14
733498.1667,2.14
733498.2083,2.14
733498.25,2.14
733498.2917,2.12
733498.3333,2.12
733498.375,2.12
733498.4167,2.12
733498.4583,2.11
733498.5,2.12
733498.6667,2.14
733498.75,2.14
733498.7917,2.14
733499.0417,2.15
733499.0833,2.15
733499.125,2.15
733499.1667,2.14
733499.2083,2.15
733499.25,2.14
733499.3333,2.14
733499.375,2.14
733499.4167,2.15
733499.4583,2.15
733499.5,2.15
733499.5417,2.15
733499.5833,2.15
733499.625,2.15
733499.6667,2.15
733499.7083,2.16
733499.75,2.16
733499.7917,2.17
733499.8333,2.17
733499.875,2.17
733499.9167,2.19
733499.9583,2.17
733500,2.19
733500.0417,2.19
733500.0833,2.19
733500.125,2.19
733500.1667,2.19
733500.2083,2.19
733500.25,2.19
733500.2917,2.16
733500.3333,2.17
733500.375,2.17
733500.4167,2.17
733500.4583,2.19
733500.5,2.19
733500.5417,2.19
733500.5833,2.19
733500.625,2.2
733500.6667,2.2
733500.7083,2.2
733500.75,2.2
733500.7917,2.2
733500.8333,2.2
733500.875,2.2
733500.9167,2.2
733500.9583,2.2
733501,2.2
733501.0417,2.2
733501.0833,2.2
733501.125,2.2
733501.1667,2.2
733501.2083,2.2
733501.25,2.19
733501.2917,2.19
733501.3333,2.17
733501.375,2.16
733501.4167,2.17
733501.4583,2.18
733501.5,2.19
733501.5417,2.19
733501.5833,2.2
733501.625,2.2
733501.6667,2.2
733501.7083,2.2
733501.75,2.21
733501.7917,2.21
733501.8333,2.21
733501.875,2.21
733501.9167,2.21
733501.9583,2.21
733502,2.21
733502.0417,2.21
733502.0833,2.21
733502.125,2.21
733502.1667,2.21
733502.2083,2.21
733502.25,2.2
733502.2917,2.19
733502.3333,2.19
733502.375,2.19
733502.4167,2.19
733502.4583,2.19
733502.5,2.21
733502.5417,2.21
733502.5833,2.21
733502.625,2.21
733502.6667,2.23
733502.7083,2.23
733502.75,2.21
733502.7917,2.21
733502.8333,2.21
733502.875,2.23
733502.9167,2.23
733502.9583,2.23
733503,2.24
733503.0417,2.24
733503.0833,2.24
733503.125,2.24
733503.1667,2.24
733503.2083,2.24
733503.25,2.24
733503.2917,2.23
733503.3333,2.24
733503.375,2.23
733503.4167,2.23
733503.4583,2.23
733503.5,2.23
733503.5417,2.25
733503.5833,2.25
733503.625,2.26
733503.6667,2.26
733503.7083,2.26
733503.75,2.26
733503.7917,2.28
733503.8333,2.26
733503.875,2.26
733503.9167,2.26
733503.9583,2.26
733504,2.28
733504.0417,2.28
733504.0833,2.28
733504.125,2.26
733504.1667,2.28
733504.2083,2.26
733504.25,2.26
733504.2917,2.26
733504.3333,2.26
733504.375,2.25
733504.4167,2.26
733504.4583,2.26
733504.5,2.26
733504.5417,2.29
733504.5833,2.3
733504.625,2.3
733504.6667,2.3
733504.7083,2.3
733504.75,2.3
733504.7917,2.3
733504.8333,2.3
733504.875,2.3
733504.9167,2.3
733504.9583,2.3
733505,2.3
733505.0417,2.3
733505.0833,2.3
733505.125,2.32
733505.1667,2.32
733505.2083,2.3
733505.25,2.3
733505.2917,2.29
733505.6667,2.34
733505.7083,2.35
733505.75,2.35
733505.7917,2.34
733505.8333,2.33
733505.875,2.34
733505.9167,2.34
733505.9583,2.34
733506,2.33
733506.0417,2.33
733506.0833,2.34
733506.125,2.34
733506.1667,2.34
733506.2083,2.33
733506.25,2.33
733506.2917,2.33
733506.3333,2.32
733506.375,2.33
733506.4167,2.32
733506.4583,2.34
733506.5,2.33
733506.5417,2.34
733506.5833,2.35
733506.625,2.34
733506.6667,2.35
733506.7083,2.34
733506.75,2.34
733506.7917,2.37
733506.8333,2.34
733506.875,2.34
733506.9167,2.35
733506.9583,2.34
733507,2.35
733507.0417,2.35
733507.0833,2.34
733507.125,2.33
733507.1667,2.33
733507.2083,2.35
733507.25,2.33
733507.2917,2.32
733507.3333,2.32
733507.375,2.34
733507.4167,2.32
733507.4583,2.33
733507.5,2.37
733507.5417,2.34
733507.5833,2.34
733507.625,2.35
733507.6667,2.35
733507.7083,2.37
733507.75,2.38
733507.7917,2.38
733507.8333,2.37
733507.875,2.38
733507.9167,2.37
733507.9583,2.37
733508,2.37
733508.0417,2.38
733508.0833,2.38
733508.125,2.37
733508.1667,2.38
733508.2083,2.38
733508.25,2.37
733508.2917,2.37
733508.3333,2.37
733508.375,2.37
733508.4167,2.37
733508.4583,2.37
733508.5,2.37
733508.5417,2.38
733508.5833,2.37
733508.625,2.38
733508.6667,2.38
733508.7083,2.38
733508.75,2.39
733508.7917,2.39
733508.8333,2.38
733508.875,2.37
733508.9167,2.38
733508.9583,2.38
733509,2.38
733509.0417,2.39
733509.0833,2.35
733509.125,2.34
733509.1667,2.38
733509.2083,2.37
733509.25,2.37
733509.2917,2.34
733509.3333,2.39
733509.375,2.35
733509.4167,2.39
733509.4583,2.35
733509.5,2.38
733509.5417,2.35
733509.5833,2.35
733509.625,2.39
733509.6667,2.35
733509.7083,2.35
733509.75,2.39
733509.7917,2.39
733509.8333,2.37
733509.875,2.37
733509.9167,2.38
733509.9583,2.35
733510,2.39
733510.0417,2.38
733510.0833,2.37
733510.125,2.34
733510.1667,2.38
733510.2083,2.37
733510.25,2.34
733510.2917,2.34
733510.3333,2.34
733510.375,2.38
733510.4167,2.37
733510.4583,2.37
733510.5,2.38
733510.5417,2.35
733510.5833,2.35
733510.625,2.34
733510.6667,2.38
733510.7083,2.34
733510.75,2.34
733510.7917,2.34
733510.8333,2.35
733510.875,2.33
733510.9167,2.37
733510.9583,2.35
733511,2.37
733511.0417,2.33
733511.0833,2.34
733511.125,2.34
733511.1667,2.32
733511.2083,2.32
733511.25,2.33
733511.2917,2.34
733511.3333,2.34
733511.375,2.34
733511.4167,2.32
733511.4583,2.35
733511.5,2.33
733511.5417,2.33
733511.5833,2.33
733511.625,2.35
733511.6667,2.35
733511.7083,2.33
733511.75,2.34
733511.7917,2.35
733511.8333,2.34
733511.875,2.35
733511.9167,2.37
733511.9583,2.37
733512,2.37
733512.0417,2.34
733512.0833,2.34
733512.125,2.35
733512.1667,2.33
733512.2083,2.37
733512.25,2.33
733512.2917,2.34
733512.3333,2.29
733512.375,2.32
733512.4167,2.34
733512.4583,2.33
733512.5,2.35
733512.5417,2.35
733512.5833,2.34
733512.625,2.38
733512.6667,2.39
733512.7083,2.37
733512.75,2.37
733512.7917,2.39
733512.8333,2.38
733512.875,2.37
733512.9167,2.38
733512.9583,2.38
733513,2.35
733513.0417,2.38
733513.0833,2.35
733513.125,2.38
733513.1667,2.35
733513.2083,2.34
733513.25,2.37
733513.2917,2.32
733513.3333,2.3
733513.375,2.33
733513.4167,2.37
733513.4583,2.35
733513.5,2.37
733513.5833,2.39
733513.625,2.38
733513.6667,2.4
733513.7083,2.39
733513.75,2.38
733513.7917,2.37
733513.8333,2.37
733513.875,2.4
733513.9167,2.42
733513.9583,2.42
733514,2.42
733514.0417,2.39
733514.0833,2.38
733514.125,2.42
733514.1667,2.39
733514.2083,2.4
733514.25,2.38
733514.2917,2.35
733514.3333,2.37
733514.375,2.35
733514.4167,2.4
733514.4583,2.4
733514.5,2.39
733514.5417,2.42
733514.5833,2.42
733514.625,2.44
733514.6667,2.42
733514.7083,2.43
733514.75,2.44
733514.7917,2.43
733514.8333,2.42
733514.875,2.43
733514.9167,2.42
733514.9583,2.43
733515,2.44
733515.0417,2.46
733515.0833,2.43
733515.125,2.43
733515.1667,2.42
733515.2083,2.46
733515.25,2.4
733515.2917,2.41
733515.3333,2.43
733515.375,2.42
733515.4167,2.41
733515.4583,2.42
733515.5,2.44
733515.5417,2.46
733515.5833,2.46
733515.625,2.51
733515.6667,2.47
733515.7083,2.48
733515.75,2.49
733515.7917,2.51
733515.8333,2.51
733515.875,2.51
733515.9167,2.48
733515.9583,2.51
733516,2.48
733516.0417,2.48
733516.0833,2.52
733516.125,2.48
733516.1667,2.47
733516.2083,2.49
733521,2.71
733521.5,2.73
733522,2.77
733522.5,2.75
733523,2.81
733523.5,2.77
733524,2.85
733524.5,2.84
733525,2.87
733525.5,2.86
733526,2.91
733526.5,2.94
733527.5,2.91
733528,2.89
733529.5,2.89
733530,2.9
733530.5,2.9
733531,2.96
733531.5,2.91
733532,2.94
733532.5,2.94
733533,2.95
733533.1667,2.97
733533.5,2.95
733536.7083,3.16
733537,3.15
733537.5,3.14
733538,3.18
733538.5,3.18
733539,3.24
733539.5,3.25
733540,3.33
733540.1667,3.3
733540.5,3.3
733540.6667,3.34
733540.7083,3.35
733540.75,3.35
733540.7917,3.35
733540.8333,3.36
733540.875,3.36
733540.9167,3.36
733540.9583,3.34
733541,3.38
733541.0417,3.36
733541.0833,3.38
733541.125,3.34
733541.1667,3.34
733541.2083,3.36
733541.25,3.33
733541.2917,3.33
733541.3333,3.31
733541.375,3.33
733541.4167,3.33
733541.4583,3.33
733541.5,3.36
733541.5417,3.4
733541.5833,3.39
733541.625,3.39
733541.6667,3.39
733541.7083,3.4
733541.75,3.39
733541.7917,3.42
733541.8333,3.43
733541.875,3.43
733541.9167,3.42
733541.9583,3.43
733542,3.42
733542.0417,3.44
733542.0833,3.4
733542.125,3.43
733542.1667,3.39
733542.2083,3.41
733542.25,3.41
733542.2917,3.36
733542.3333,3.38
733542.375,3.4
733542.4167,3.38
733542.4583,3.43
733542.5,3.41
733542.5417,3.44
733542.5833,3.47
733542.625,3.44
733542.6667,3.5
733542.7083,3.49
733542.75,3.49
733542.7917,3.5
733542.8333,3.47
733542.875,3.48
733542.9167,3.47
733542.9583,3.48
733543,3.47
733543.0417,3.48
733543.0833,3.5
733543.125,3.49
733543.1667,3.5
733543.2083,3.5
733543.25,3.48
733543.2917,3.47
733543.3333,3.47
733543.375,3.52
733543.4167,3.49
733543.4583,3.47
733543.5,3.48
733543.5417,3.47
733543.5833,3.5
733543.625,3.47
733543.6667,3.5
733543.7083,3.49
733543.75,3.48
733543.7917,3.5
733543.8333,3.52
733543.875,3.5
733543.9167,3.48
733543.9583,3.5
733544,3.5
733544.0417,3.49
733544.0833,3.48
733544.125,3.47
733544.1667,3.47
733544.2083,3.48
733544.25,3.49
733544.2917,3.47
733544.3333,3.47
733544.375,3.44
733544.4167,3.45
733544.4583,3.45
733544.5,3.49
733544.5417,3.5
733544.5833,3.52
733544.625,3.53
733544.6667,3.49
733544.7083,3.52
733544.75,3.53
733544.7917,3.53
733544.8333,3.54
733544.875,3.5
733544.9167,3.53
733544.9583,3.5
733545,3.52
733545.0417,3.52
733545.0833,3.53
733545.125,3.53
733545.1667,3.52
733545.2083,3.49
733545.25,3.5
733545.2917,3.5
733545.3333,3.49
733545.375,3.47
733545.4167,3.49
733545.4583,3.48
733545.5,3.53
733545.5417,3.54
733545.5833,3.54
733545.625,3.57
733545.6667,3.54
733545.7083,3.57
733545.75,3.55
733545.7917,3.57
733545.8333,3.54
733545.875,3.6
733545.9167,3.55
733545.9583,3.55
733546,3.55
733546.0417,3.55
733546.0833,3.54
733546.125,3.59
733546.1667,3.58
733546.2083,3.58
733546.25,3.57
733546.2917,3.57
733546.3333,3.57
733546.375,3.53
733546.4167,3.53
733546.4583,3.55
733546.5,3.58
733546.5417,3.58
733546.5833,3.59
733546.625,3.59
733546.6667,3.6
733546.7083,3.59
733546.75,3.6
733546.7917,3.59
733546.8333,3.6
733546.875,3.58
733546.9167,3.62
733546.9583,3.59
733547,3.6
733547.0417,3.59
733547.0833,3.57
733547.125,3.57
733547.1667,3.6
733547.2083,3.59
733547.25,3.57
733547.2917,3.57
733547.3333,3.59
733547.375,3.54
733547.4167,3.58
733547.4583,3.57
733547.5,3.57
733547.5417,3.55
733547.5833,3.55
733547.625,3.54
733547.6667,3.57
733547.7083,3.58
733547.75,3.57
733547.7917,3.57
733547.8333,3.55
733547.875,3.54
733547.9167,3.55
733547.9583,3.54
733548,3.57
733548.0417,3.57
733548.0833,3.53
733548.125,3.53
733549.5,3.53
733550,3.57
733550.5,3.58
733551,3.58
733551.5,3.58
733552,3.6
733552.5,3.59
733553,3.67
733553.5,3.67
733554,3.74
733554.5,3.73
733555,3.74
733555.5,3.73
733556,3.76
733557,3.77
733557.5,3.78
733558,3.82
733558.5,3.79
733559,3.86
733559.5,3.83
733560,3.83
733560.5,3.84
733561,3.83
733561.5,3.83
733575.5417,4.32
733575.5833,4.32
733575.625,4.32
733575.6667,4.3
733575.7083,4.33
733575.75,4.3
733575.7917,4.27
733575.8333,4.3
733575.875,4.32
733575.9167,4.27
733575.9583,4.32
733576,4.28
733576.0417,4.28
733576.0833,4.32
733576.125,4.28
733576.1667,4.31
733576.2083,4.3
733576.25,4.3
733576.2917,4.28
733576.3333,4.27
733576.375,4.26
733576.4167,4.3
733576.4583,4.3
733576.5,4.27
733576.5417,4.28
733576.5833,4.28
733576.625,4.32
733576.6667,4.32
733576.7083,4.32
733576.75,4.3
733576.7917,4.3
733576.8333,4.32
733576.875,4.28
733576.9167,4.3
733576.9583,4.27
733577,4.28
733577.0417,4.31
733577.0833,4.32
733577.125,4.31
733577.1667,4.3
733577.2083,4.31
733577.25,4.3
733577.2917,4.3
733577.3333,4.28
733577.375,4.3
733577.4167,4.28
733577.4583,4.3
733577.5,4.28
733577.5417,4.28
733577.5833,4.3
733577.625,4.3
733577.6667,4.3
733577.7083,4.3
733577.75,4.31
733577.7917,4.3
733577.8333,4.3
733577.875,4.31
733577.9167,4.3
733577.9583,4.3
733578,4.31
733578.0417,4.28
733578.0833,4.31
733578.125,4.3
733578.1667,4.28
733578.2083,4.31
733578.25,4.3
733578.2917,4.3
733578.3333,4.28
733578.375,4.3
733578.5833,4.28
733578.625,4.28
733578.6667,4.28
733578.7083,4.28
733578.75,4.28
733578.7917,4.28
733578.8333,4.28
733578.875,4.3
733578.9167,4.28
733578.9583,4.28
733579,4.28
733579.0417,4.26
733579.0833,4.28
733579.125,4.27
733579.1667,4.27
733579.2083,4.27
733579.25,4.28
733579.2917,4.27
733579.3333,4.27
733579.375,4.26
733579.4167,4.28
733579.4583,4.27
733579.5,4.28
733579.5417,4.28
733579.5833,4.27
733579.625,4.27
733579.6667,4.27
733579.7083,4.27
733579.75,4.27
733579.7917,4.28
733579.8333,4.3
733579.875,4.28
733579.9167,4.28
733579.9583,4.28
733580,4.28
733580.0417,4.27
733580.0833,4.28
733580.125,4.28
733580.1667,4.27
733580.2083,4.27
733580.25,4.28
733580.2917,4.27
733580.3333,4.25
733580.375,4.3
733580.4167,4.25
733580.4583,4.28
733580.5,4.27
733580.5417,4.3
733580.5833,4.31
733580.625,4.31
733580.6667,4.31
733580.7083,4.31
733580.75,4.35
733580.7917,4.32
733580.8333,4.33
733580.875,4.32
733580.9167,4.32
733580.9583,4.32
733581,4.32
733581.0417,4.31
733581.0833,4.31
733581.125,4.31
733581.1667,4.31
733581.2083,4.31
733581.25,4.3
733581.2917,4.28
733581.3333,4.3
733581.375,4.3
733581.4167,4.31
733581.4583,4.31
733581.5,4.32
733581.5417,4.31
733581.5833,4.32
733581.625,4.31
733581.6667,4.31
733581.7083,4.33
733581.75,4.32
733581.7917,4.33
733581.8333,4.33
733581.875,4.31
733581.9167,4.33
733581.9583,4.32
733582,4.32
733582.0417,4.31
733582.0833,4.32
733582.125,4.33
733582.1667,4.32
733582.2083,4.32
733582.25,4.32
733582.2917,4.3
733582.3333,4.31
733582.375,4.32
733582.4167,4.32
733582.4583,4.32
733582.5,4.32
733582.5417,4.33
733582.5833,4.35
733582.625,4.35
733582.6667,4.35
733582.7083,4.33
733582.75,4.35
733582.7917,4.33
733582.8333,4.33
733582.875,4.35
733582.9167,4.33
733582.9583,4.35
733583,4.33
733583.0417,4.32
733583.0833,4.33
733583.125,4.33
733583.1667,4.33
733583.2083,4.33
733583.25,4.33
733583.2917,4.33
733583.3333,4.33
733583.375,4.32
733583.4167,4.33
