'LTU016PIAPE910',2003-01-08-00:00:00'
735180,4.03
735180.5,4.02
735181,3.98
735181.5,3.97
735182,3.94
735182.5,3.94
735183,3.93
735183.5,3.9
735184,3.88
735184.5,3.86
735185,3.84
735185.5,3.85
735186,3.88
735186.5,3.85
735187,3.82
735187.5,3.81
735188,3.8
735188.5,3.79
735189,3.76
735189.5,3.74
735190,3.71
735190.5,3.69
735191,3.66
735191.5,3.65
735192,3.61
735192.5,3.61
735193,3.58
735193.5,3.58
735194,3.58
735194.5,3.58
735195,3.57
735195.5,3.58
735196,3.57
735196.5,3.58
735197,3.58
735197.5,3.58
735198,3.55
735198.5,3.54
735199,3.5
735199.5,3.51
735200,3.48
735200.5,3.44
735201,3.43
735201.5,3.42
735202,3.41
735202.5,3.38
735203,3.35
735203.5,3.48
735204,3.45
735204.5,3.43
735205,3.43
735205.5,3.45
735206,3.45
735206.5,3.46
735207,3.47
735207.5,3.48
735208,3.34
735208.5,3.35
735209,3.34
735209.5,3.47
735210,3.47
735210.5,3.46
735211,3.46
735211.5,3.46
735212,3.46
735212.5,3.45
735213,3.45
735213.5,3.43
735214,3.43
735214.5,3.42
735215,3.39
735215.5,3.36
735216,3.35
735216.5,3.33
735217,3.33
735217.5,3.36
735218,3.33
735218.5,3.3
735219,3.28
735219.5,3.25
735220,3.22
735220.5,3.25
735221,3.24
735221.5,3.25
735222,3.25
735222.5,3.26
735223,3.27
735223.5,3.31
735224,3.32
735224.5,3.32
735225,3.32
735225.5,3.34
735226,3.33
735226.5,3.31
735227,3.3
735227.5,3.3
735228,3.28
735228.5,3.27
735229,3.25
735229.5,3.24
735230,3.23
735230.5,3.22
735231,3.22
735231.5,3.22
735232,3.22
735232.5,3.21
735233,3.2
735233.5,3.18
735234,3.18
735234.5,3.17
735235,3.17
735235.5,3.16
735236,3.15
735236.5,3.13
735237,3.12
735237.5,3.11
735238,3.1
735239.5,3.1
735240,3.1
735240.5,3.09
735241,3.08
735241.5,3.07
735242,3.07
735242.5,3.08
735243,3.08
735243.5,3.1
735244,3.11
735244.5,3.13
735245,3.14
735245.5,3.13
735246,3.14
735246.5,3.16
735247,3.17
735247.5,3.19
735248,3.21
735248.5,3.22
735249,3.22
735249.5,3.21
735250,3.21
735250.5,3.2
735251,3.21
735251.5,3.2
735252,3.16
735252.5,3.12
735253,3.13
735253.5,3.11
735254,3.11
735254.5,3.13
735255,3.13
735255.5,3.12
735256,3.09
735256.5,3.05
735257,3.03
735257.5,2.99
735258,2.99
735258.5,2.97
735259,2.96
735259.5,2.96
735260,2.95
735260.5,2.92
735261,2.92
735261.5,2.91
735262,2.91
735262.5,2.91
735263,2.92
735263.5,2.95
735264,2.96
735264.5,3
735265,3.02
735265.5,3.04
735266,3.04
735266.5,3.03
735267,3.01
735267.5,2.98
735268,2.97
735268.5,2.96
735269,2.97
735269.5,2.97
735270,2.96
735270.5,2.94
735271,2.95
735271.5,2.95
735272,2.94
735272.5,2.93
735273,2.9
735273.5,2.89
735274,2.89
735274.5,2.89
735275,2.89
735275.5,2.88
735276,2.88
735276.5,2.88
735277,2.9
735277.5,2.93
735278,2.95
735278.5,2.98
735279,2.98
735279.5,3
735280,3.01
735280.5,3.04
735281,3.05
735281.5,3.06
735282,3.06
735282.5,3.05
735283,3.04
735283.5,3.02
735284,3.02
735284.5,3.01
735285,3.04
735285.5,3.06
735286,3.07
735286.5,3.08
735287,3.11
735287.5,3.13
735288,3.14
735288.5,3.14
735289,3.16
735289.5,3.19
735290,3.19
735290.5,3.21
735291,3.22
735291.5,3.24
735292,3.24
735292.5,3.28
735293,3.29
735293.5,3.3
735294,3.3
735294.5,3.32
735295,3.31
735295.5,3.34
735296,3.35
735296.5,3.36
735297,3.36
735297.5,3.39
735298,3.4
735298.5,3.41
735299,3.41
735299.5,3.42
735300,3.44
735300.5,3.44
735301,3.43
735301.5,3.43
735302,3.46
735302.5,3.47
735303,3.48
735303.5,3.48
735304,3.48
735304.5,3.5
735305,3.52
735305.5,3.37
735306,3.38
735306.5,3.4
735307,3.38
735307.5,3.39
735308,3.5
735308.5,3.52
735309,3.5
735309.5,3.48
735310,3.46
735310.5,3.45
735311,3.44
735311.5,3.43
735312,3.44
735312.5,3.44
735313,3.43
735313.5,3.44
735314,3.44
735314.5,3.45
735315,3.45
735315.5,3.47
735316,3.48
735316.5,3.48
735317,3.48
735317.5,3.5
735318,3.52
735318.5,3.37
735319,3.39
735319.5,3.39
735320,3.41
735320.5,3.43
735321,3.44
735321.5,3.45
735322,3.5
735322.5,3.5
735323,3.53
735323.5,3.51
735324,3.54
735324.5,3.53
735325,3.56
735325.5,3.55
735326,3.55
735326.5,3.52
735327,3.51
735327.5,3.49
735328,3.49
735328.5,3.49
735329,3.49
735329.5,3.52
735330,3.51
735330.5,3.49
735331,3.5
735331.5,3.51
735332,3.51
735332.5,3.52
735333,3.54
735333.5,3.55
735334,3.58
735334.5,3.59
735335,3.6
735335.5,3.59
735336,3.59
735336.5,3.58
735337,3.58
735337.5,3.58
735338,3.58
735338.5,3.6
735339,3.62
735339.5,3.63
735340,3.64
735340.5,3.64
735341,3.65
735341.5,3.69
735342,3.69
735342.5,3.69
735343,3.67
735343.5,3.74
735344,3.75
735344.5,3.74
735345,3.72
735345.5,3.7
735346,3.71
735346.5,3.72
735347,3.72
735347.5,3.76
735348,3.76
735348.5,3.82
735349,3.83
735349.5,3.83
735350,3.86
735350.5,3.86
735351,3.89
735351.5,3.91
735352,3.96
735352.5,3.96
735353,4.02
735353.5,4.02
735354,4.06
735354.5,4.11
735355,4.13
735355.5,4.17
735356,4.2
735356.5,4.27
735357,4.28
735357.5,4.29
735358,4.33
735358.5,4.33
735359,4.38
735359.5,4.41
735360,4.44
735360.5,4.49
735361,4.53
735361.5,4.55
735362,4.59
735362.5,4.65
735363,4.66
735363.5,4.7
735364,4.68
735364.5,4.67
735365,4.69
735365.5,4.69
735366,4.68
735366.5,4.71
735367,4.7
735367.5,4.68
735368,4.68
735368.5,4.71
735369,4.72
735369.5,4.72
735370,4.71
735370.5,4.71
735371,4.71
735371.5,4.72
735372,4.72
735372.5,4.76
735373,4.77
735373.5,4.82
735374,4.81
735374.5,4.83
735375,4.84
735375.5,4.83
735376,4.87
735376.5,4.87
735377,4.88
735377.5,4.88
735378,4.87
735378.5,4.86
735379,4.89
735379.5,4.86
735380,4.87
735380.5,4.83
735381,4.84
735381.2917,4.82
735381.3333,4.84
735381.375,4.84
735381.4167,4.85
735381.4583,4.85
735381.5,4.86
735381.5417,4.87
735381.5833,4.89
735381.625,4.89
735381.6667,4.9
735381.7083,4.91
735381.75,4.9
735381.7917,4.9
735381.8333,4.91
735381.875,4.9
735381.9167,4.9
735381.9583,4.89
735382,4.89
735382.0417,4.89
735382.0833,4.9
735382.125,4.87
735382.1667,4.89
735382.2083,4.89
735382.25,4.86
735382.2917,4.86
735382.3333,4.88
735382.375,4.89
735382.4167,4.89
735382.4583,4.9
735382.625,4.92
735382.6667,4.94
735382.7083,4.94
735382.75,4.95
735382.7917,4.95
735382.8333,4.95
735382.875,4.95
735382.9167,4.94
735382.9583,4.95
735383,4.94
735383.0417,4.94
735383.0833,4.93
735383.125,4.93
735383.1667,4.91
735383.2083,4.93
735383.25,4.89
735383.2917,4.89
735383.3333,4.89
735383.375,4.89
735383.4167,4.89
735383.4583,4.88
735383.5,4.93
735383.5417,4.93
735383.5833,4.93
735383.625,4.93
735383.6667,4.95
735383.7083,4.94
735383.75,4.95
735383.7917,4.95
735383.8333,4.95
735383.875,4.95
735383.9167,4.95
735383.9583,4.95
735384,4.95
735384.0417,4.95
735384.0833,4.95
735384.125,4.95
735384.1667,4.93
735384.2083,4.95
735384.25,4.95
735384.2917,4.95
735384.3333,4.95
735384.375,4.95
735384.4167,4.95
735384.4583,4.95
735384.5,4.96
735384.5417,4.97
735384.5833,4.99
735384.625,4.99
735384.6667,5
735384.7083,5
735384.75,5
735384.7917,5.01
735384.8333,5.01
735384.875,5.01
735384.9167,5.01
735384.9583,5.01
735385,5.01
735385.0417,5.01
735385.0833,5
735385.125,5.01
735385.1667,5.01
735385.2083,5
735385.25,5
735385.2917,5
735385.3333,5.02
735385.375,5.03
735385.4167,4.94
735385.4583,4.89
735385.5,4.89
735385.5417,4.89
735385.5833,4.89
735385.625,5.07
735385.6667,5.05
735385.7083,5.05
735385.75,5.05
735385.7917,5.05
735385.8333,5.05
735385.875,5.05
735385.9167,5.05
735385.9583,5.05
735386,5.05
735386.0417,5.05
735386.0833,5.05
735386.125,5.05
735386.1667,5.05
735386.2083,5.05
735386.25,5.04
735386.2917,5.04
735386.3333,5.07
735386.375,5.07
735386.4167,5.07
735386.4583,5.08
735386.5,5.08
735386.5417,5.09
735386.5833,5.09
735386.625,5.09
735386.6667,5.09
735386.7083,5.11
735386.75,5.09
735386.7917,5.09
735386.8333,5.09
735386.875,5.09
735386.9167,5.09
735386.9583,5.08
735387,5.07
735387.0417,5.08
735387.0833,5.07
735387.125,5.08
735387.1667,5.08
735387.2083,5.08
735387.25,5.07
735387.2917,5.07
735387.3333,5.09
735387.375,5.09
735387.4167,5.09
735387.4583,5.09
735387.5,5.09
735387.5417,5.09
735387.5833,5.09
735387.625,5.1
735387.6667,5.1
735387.7083,5.1
735387.75,5.1
735387.7917,5.1
735387.8333,5.11
735387.875,5.1
735387.9167,5.1
735387.9583,5.1
735388,5.1
735388.0417,5.09
735388.0833,5.09
735388.125,5.03
735388.1667,5.03
735388.2083,5.01
735388.25,5.01
735388.2917,5.02
735388.3333,5.02
735388.375,5.02
735388.4167,5.02
735388.4583,5.02
735388.5,5.02
735388.5417,5
735388.5833,5
735388.625,4.97
735388.6667,4.95
735388.7083,4.94
735388.75,4.91
735388.7917,4.91
735388.8333,4.9
735388.875,5.12
735388.9167,5.13
735388.9583,5.14
735389,5.14
735389.0417,5.14
735389.0833,5.13
735389.125,5.14
735389.1667,5.15
735389.2083,5.13
735389.25,5.13
735389.2917,5.12
735389.3333,5.12
735389.375,5.12
735389.4167,5.13
735389.4583,5.13
735389.5,5.13
735389.5417,5.15
735389.5833,5.13
735389.625,5.13
735389.6667,5.14
735389.7083,5.14
735389.75,5.14
735389.7917,5.14
735389.8333,5.14
735389.875,5.14
735389.9167,5.15
735389.9583,5.13
735390,5.14
735390.0417,5.13
735390.0833,5.13
735390.125,5.09
735390.1667,5.1
735390.2083,5.08
735390.25,5.08
735390.2917,5.07
735390.3333,5.07
735390.375,5.09
735390.4167,5.07
735390.4583,5.09
735390.5,5.09
735390.5417,5.02
735390.5833,5.01
735390.625,5.03
735390.6667,5.02
735390.7083,5.03
735390.75,5.02
735390.8333,5.01
735390.875,5.17
735390.9167,5.17
735390.9583,5.17
735391,5.17
735391.0417,5.16
735391.0833,5.17
735391.125,5.16
735391.1667,5.16
735391.2083,5.13
735391.25,5.13
735391.2917,5.13
735391.3333,5.12
735391.375,5.13
735391.4167,5.12
735391.4583,5.14
735391.5,5.16
735391.5417,5.17
735391.5833,5.17
735391.625,5.18
735391.6667,5.17
735391.7083,5.17
735391.75,5.18
735391.7917,5.17
735391.8333,5.16
735391.875,5.14
735391.9167,5.15
735391.9583,5.19
735392,5.2
735392.0417,5.18
735392.0833,5.18
735392.125,5.17
735392.1667,5.17
735392.2083,5.18
735392.25,5.17
735392.2917,5.16
735392.3333,5.16
735392.375,5.16
735392.4167,5.17
735392.4583,5.16
735392.5,5.16
735392.5417,5.16
735392.5833,5.17
735392.625,5.16
735392.6667,5.16
735392.7083,5.15
735392.75,5.15
735392.7917,5.14
735392.8333,5.13
735392.875,5.11
735392.9167,5.11
735392.9583,5.1
735393,5.09
735393.0417,5.09
735393.0833,5.08
735393.125,5.08
735393.1667,5.06
735393.2083,5.21
735393.25,5.2
735393.2917,5.2
735393.3333,5.19
735393.375,5.18
735393.4167,5.2
735393.4583,5.18
735393.5,5.18
735393.5417,5.19
735393.5833,5.2
735393.625,5.21
735393.6667,5.2
735393.7083,5.2
735393.75,5.2
735393.7917,5.15
735393.8333,5.15
735393.875,5.15
735393.9167,5.15
735393.9583,5.09
735394,5.16
735394.0417,5.16
735394.0833,5.15
735394.125,5.14
735394.1667,5.14
735394.2083,5.14
735394.25,5.1
735394.2917,5.1
735394.3333,5.09
735394.375,5.08
735394.4167,5.18
735394.4583,5.2
735394.5,5.2
735394.5417,5.2
735394.5833,5.2
735394.625,5.21
735394.6667,5.21
735394.7083,5.21
735394.75,5.21
735394.7917,5.21
735394.8333,5.2
735394.875,5.2
735394.9167,5.17
735394.9583,5.19
735395,5.16
735395.0417,5.15
735395.0833,5.15
735395.125,5.14
735395.1667,5.14
735395.2083,5.12
735395.25,5.12
735395.5,5.25
735396,5.22
735396.5,5.27
735397,5.18
735397.5,5.27
735398,5.23
735398.5,5.29
735399,5.3
735399.5,5.35
735400,5.31
735400.5,5.3
735401,5.24
735401.5,5.31
735402,5.3
735402.5,5.34
735403,5.27
735403.5,5.33
735404,5.33
735404.5,5.33
735405,5.48
735405.5,5.52
735406,5.52
735406.5,5.53
735407,5.53
735407.5,5.52
735408,5.51
735408.5,5.51
735409,5.53
735409.5,5.55
735410,5.52
735410.5,5.57
735411,5.69
735411.5,5.72
735412,5.71
735412.5,5.67
735413,5.68
735413.5,5.67
735414,5.63
735414.5,5.7
735415,5.69
735415.5,5.7
735416,5.67
735416.5,5.74
735417,5.73
735417.5,5.74
735418,5.72
735418.5,5.76
735419,5.74
735419.5,5.83
735420,5.79
735420.5,5.82
735421,5.87
735421.5,5.83
735422,5.85
735422.5,5.85
735423,5.82
735424,5.83
735425,5.89
735426,5.94
735427,5.98
735428,6
735429,6.04
735430,6.09
735430.5,6.14
735431,6.13
735431.5,6.19
735432,6.17
735432.5,6.21
735433,6.18
735433.5,6.2
735434,6.2
735434.5,6.24
735435,6.2
735435.5,6.24
735436,6.21
735436.5,6.22
735437,6.18
735437.5,6.21
735438,6.2
735438.5,6.24
735439,6.22
735439.5,6.2
735440,6.19
735440.5,6.19
735441,6.18
735441.5,6.19
735442,6.19
735442.5,6.21
735443,6.21
735443.5,6.24
735444,6.21
735444.5,6.21
735445,6.19
735445.5,6.21
735446,6.19
735446.5,6.2
735447,6.21
735447.5,6.23
735448,6.2
735448.5,6.21
735449,6.2
735449.5,6.18
735450,6.18
735450.5,6.18
735451,6.15
735451.5,6.17
735452,6.15
735452.5,6.19
735453,6.15
735453.5,6.18
735454,6.16
735454.5,6.18
735455,6.18
735455.5,6.19
735456,6.17
735456.5,6.14
735457,6.15
735457.5,6.18
735458,6.14
735458.5,6.16
735459.5,6.13
735460.5,6.08
735461.5,6.07
735462.5,6.04
735463.5,6.05
735464.5,6.05
735465.5,6.08
735466,6.06
735466.5,6.09
735467,6.12
735467.5,6.15
735468,6.15
735468.5,6.17
735469,6.16
735469.5,6.15
735470,6.13
735470.5,6.14
735471,6.12
735471.5,6.12
735472,6.13
735472.5,6.12
735473,6.12
735473.5,6.14
735474,6.15
735474.5,6.13
735475,6.15
735475.5,6.13
735476,6.12
735476.5,6.11
735477,6.11
735477.5,6.11
735478,6.11
735478.5,6.12
735479,6.11
735479.5,6.08
735480,6.07
735480.5,6.05
735481,6.04
735481.5,6.04
735482,6.02
735482.5,6.01
735483,6
735483.5,5.99
735484,5.99
735484.5,5.99
735485,5.96
735485.5,5.94
735486,5.93
735486.5,5.92
735487,5.9
735487.5,5.91
735488,5.9
735488.5,5.9
735489,5.91
735489.5,5.91
735490,5.91
735490.5,5.9
735491,5.88
735491.5,5.85
735492,5.83
735492.5,5.83
735493,5.8
735493.5,5.78
735494,5.77
735494.5,5.77
735495,5.77
735495.5,5.77
735496,5.78
735496.5,5.79
735497,5.82
735497.5,5.78
735498,5.79
735498.5,5.79
735499,5.78
735499.5,5.75
735500,5.75
735500.5,5.74
735501,5.74
735501.5,5.74
735502,5.73
735502.5,5.71
735503,5.73
735503.5,5.75
735504,5.78
735504.5,5.79
735505,5.8
735505.5,5.84
735506,5.84
735506.5,5.84
735507,5.84
735507.5,5.86
735508,5.65
735508.5,5.63
735509,5.66
735509.5,5.66
735510,5.67
735510.5,5.65
735511,5.63
735511.5,5.62
735512,5.61
735512.5,5.6
735513,5.58
735513.5,5.56
735514,5.54
735515,5.52
735516,5.49
735517,5.46
735518,5.43
735519,5.41
735520,5.38
735521,5.36
735521.5,5.33
735522,5.31
735522.5,5.27
735523,5.24
735523.5,5.23
735524,5.23
735524.5,5.22
735525,5.22
735525.5,5.2
735526,5.17
735526.5,5.13
735527,5.11
735527.5,5.08
735528,5.04
735528.5,4.99
735529,4.95
735529.5,4.94
735530,4.92
735530.5,4.89
735531,4.85
735531.5,4.79
735532,4.74
735532.5,4.7
735533,4.66
735533.5,4.6
735534,4.58
735534.5,4.57
735535,4.53
735535.5,4.52
735536,4.48
735536.5,4.45
735537,4.47
735537.5,4.49
735538,4.49
735538.5,4.47
735539,4.44
735539.5,4.45
735540,4.44
735540.5,4.4
735541,4.36
735541.5,4.32
735542,4.29
735542.5,4.26
735543,4.26
735543.5,4.26
735544,4.24
735544.5,4.24
735545,4.26
735545.5,4.26
735546,4.24
735546.5,4.27
735547,4.26
735547.5,4.26
735548,4.31
735548.5,4.31
735549,4.32
735549.5,4.32
735550,4.29
735550.5,4.25
735551,4.22
735551.5,4.18
735552,4.17
735552.5,4.15
735553,4.14
735553.5,4.14
735554,4.13
735554.5,4.13
735555,4.11
735555.5,4.1
735556,4.13
735556.5,4.14
735557,4.12
735557.5,4.1
735558,4.08
735558.5,4.05
735559,4.04
735559.5,4.01
735560,4
735560.5,4
735561,3.99
735561.5,3.96
735562,3.95
735562.5,3.91
735563,3.89
735563.5,3.85
735564,3.82
735564.5,3.81
735565,3.81
735565.5,3.81
735566,3.81
735566.5,3.8
735567,3.78
735567.5,3.75
735568,3.73
735568.5,3.71
735569,3.7
735569.5,3.69
735570,3.68
735570.5,3.67
735571,3.68
735571.5,3.69
735572,3.68
735572.5,3.7
735573,3.69
735573.5,3.69
735574,3.7
735574.5,3.7
735575,3.69
735575.5,3.66
735576,3.66
735576.5,3.63
735577,3.61
735577.5,3.58
735578,3.5
735578.5,3.5
735579,3.48
735579.5,3.46
735580,3.56
735580.5,3.54
735581,3.53
735581.5,3.49
735582,3.45
735582.5,3.42
735583,3.39
735583.5,3.37
735584,3.35
735584.5,3.35
735585,3.36
735585.5,3.35
735586,3.36
735586.5,3.37
735587,3.38
735587.5,3.37
735588,3.37
735588.5,3.38
735589,3.36
735589.5,3.36
735590,3.36
735590.5,3.36
735591,3.37
735591.5,3.37
735592,3.35
735592.5,3.33
735593,3.33
735593.5,3.3
735594,3.29
735594.5,3.28
735595,3.28
735595.5,3.28
735596,3.28
735596.5,3.28
735597,3.3
735597.5,3.28
735598,3.27
735598.5,3.26
735599,3.25
735599.5,3.29
735600,3.27
735600.5,3.26
735601,3.24
735601.5,3.21
735602,3.2
735602.5,3.18
735603,3.18
735603.5,3.17
735604,3.16
735604.5,3.17
735605,3.17
735605.5,3.19
735606,3.21
735606.5,3.18
735607,3.17
735607.5,3.16
735608,3.16
735608.5,3.15
735609,3.15
735609.5,3.12
735610,3.15
735610.5,3.16
735611,3.19
735611.5,3.23
735612,3.26
735612.5,3.27
735613,3.29
735613.5,3.32
735614,3.33
735614.5,3.34
735615,3.36
735615.5,3.36
735616,3.37
735616.5,3.37
735617,3.37
735617.5,3.38
735618,3.39
735618.5,3.38
735619,3.39
735619.5,3.38
735620,3.38
735620.5,3.36
735621,3.33
735621.5,3.31
735622,3.31
735622.5,3.27
735623,3.27
735623.5,3.25
735624,3.21
735624.5,3.21
735625,3.21
735625.5,3.2
735626,3.2
735626.5,3.21
735627,3.23
735627.5,3.24
735628,3.24
735628.5,3.24
735629,3.24
735629.5,3.24
735630,3.26
735630.5,3.26
735631,3.28
735631.5,3.28
735632,3.29
735632.5,3.3
735633,3.31
735633.5,3.32
735634,3.33
735634.5,3.33
735635,3.34
735635.5,3.32
735636,3.32
735636.5,3.3
735637,3.3
735637.5,3.3
735638,3.3
735638.5,3.3
735639,3.32
735639.5,3.29
735640,3.29
735640.5,3.28
735641,3.38
735641.5,3.34
735642,3.34
735642.5,3.33
735643,3.33
735643.5,3.33
735644,3.35
735644.5,3.36
735645,3.39
735645.5,3.38
735646,3.39
735646.5,3.39
735647,3.4
735647.5,3.37
735648,3.39
735648.5,3.38
735649,3.39
735649.5,3.4
735650,3.42
735650.5,3.43
735651,3.46
735651.5,3.46
735652,3.48
735652.5,3.49
735653,3.53
735653.5,3.53
735654,3.56
735654.5,3.56
735655,3.56
735655.5,3.56
735656,3.56
735656.5,3.55
735657,3.54
735657.5,3.54
735658,3.52
735658.5,3.53
735659,3.54
735659.5,3.53
735660,3.53
735660.5,3.53
735661,3.54
735661.5,3.53
735662,3.54
735662.5,3.51
735663,3.53
735663.5,3.5
735664,3.52
735664.5,3.49
735665,3.5
735665.5,3.47
735666,3.5
735666.5,3.51
735667,3.53
735667.5,3.53
735668,3.54
735668.2917,3.54
735668.3333,3.54
735668.375,3.53
735668.4167,3.56
735668.4583,3.54
735668.5,3.54
735668.5417,3.54
735668.5833,3.54
735668.625,3.54
735668.6667,3.56
735668.7083,3.56
735668.75,3.56
735668.7917,3.56
735668.8333,3.56
735668.875,3.56
735668.9167,3.56
735668.9583,3.56
735669,3.57
735669.0417,3.57
735669.0833,3.57
735669.125,3.57
735669.1667,3.57
735669.2083,3.57
735669.25,3.57
735669.2917,3.57
735669.3333,3.57
735669.375,3.57
735669.4167,3.57
735669.4583,3.57
735669.5,3.57
735669.5417,3.58
735669.5833,3.58
735669.625,3.58
735669.6667,3.58
735669.7083,3.58
735669.75,3.58
735669.7917,3.58
735669.8333,3.58
735669.875,3.58
735669.9167,3.59
735669.9583,3.59
735670,3.59
735670.0417,3.59
735670.0833,3.59
735670.125,3.59
735670.1667,3.59
735670.2083,3.6
735670.25,3.59
735670.2917,3.59
735670.3333,3.59
735670.375,3.58
735670.4167,3.59
735670.4583,3.59
735670.5,3.59
735670.5417,3.59
735670.5833,3.59
735670.625,3.59
735670.6667,3.59
735670.7083,3.59
735670.75,3.59
735670.7917,3.59
735670.8333,3.59
735670.875,3.59
735670.9167,3.59
735670.9583,3.59
735671,3.59
735671.0417,3.59
735671.0833,3.59
735671.125,3.59
735671.1667,3.59
735671.2083,3.59
735671.25,3.59
735671.2917,3.58
735671.3333,3.58
735671.375,3.57
735671.4167,3.57
735671.4583,3.57
735671.5,3.57
735671.5417,3.58
735671.5833,3.58
735671.625,3.59
735671.6667,3.59
735671.7083,3.59
735671.75,3.59
735671.7917,3.59
735671.8333,3.59
735671.875,3.59
735671.9167,3.59
735671.9583,3.59
735672,3.59
735672.0417,3.59
735672.0833,3.59
735672.125,3.58
735672.1667,3.58
735672.2083,3.58
735672.25,3.58
735672.2917,3.57
735672.3333,3.57
735672.375,3.55
735672.4167,3.55
735672.4583,3.55
735672.5,3.57
735672.5417,3.57
735672.5833,3.57
735672.625,3.57
735672.6667,3.57
735672.7083,3.57
735672.75,3.57
735672.7917,3.55
735672.8333,3.55
735672.875,3.55
735672.9167,3.55
735672.9583,3.55
735673,3.56
735673.0417,3.55
735673.0833,3.57
735673.125,3.57
735673.1667,3.57
735673.2083,3.57
735673.25,3.57
735673.2917,3.57
735673.3333,3.55
735673.375,3.55
735673.4167,3.55
735673.4583,3.57
735673.5,3.55
735673.5417,3.57
735673.5833,3.57
735673.625,3.57
735673.6667,3.58
735673.7083,3.58
735673.75,3.58
735673.7917,3.58
735673.8333,3.58
735673.875,3.58
735673.9167,3.58
735673.9583,3.58
735674,3.59
735674.0417,3.59
735674.0833,3.59
735674.125,3.59
735674.1667,3.59
735674.2083,3.59
735674.25,3.58
735674.2917,3.58
735674.3333,3.58
735674.375,3.57
735674.4167,3.57
735674.4583,3.57
735674.5,3.58
735674.5417,3.59
735674.5833,3.59
735674.625,3.59
735674.6667,3.6
735674.7083,3.6
735674.75,3.6
735674.7917,3.6
735674.8333,3.6
735674.875,3.6
735674.9167,3.59
735674.9583,3.59
735675,3.59
735675.0417,3.59
735675.0833,3.59
735675.125,3.59
735675.1667,3.59
735675.2083,3.59
735675.25,3.59
735675.5,3.59
735676,3.59
735676.5,3.58
735677,3.59
735677.5,3.58
735678,3.59
735678.5,3.6
735679,3.63
735679.5,3.48
735680,3.52
735680.5,3.51
735681,3.53
735681.5,3.52
735682,3.53
735682.5,3.52
735682.9583,3.53
735683.5,3.5
735683.9583,3.52
735684.5,3.52
735684.9583,3.53
735685.5,3.53
735685.9583,3.53
735686.5,3.52
735686.9583,3.53
735687.5,3.54
735687.9583,3.56
735688.5,3.56
735688.9583,3.59
735689.5,3.59
735690,3.62
735690.5,3.62
735691,3.67
735691.5,3.69
735692,3.69
735692.5,3.69
735693,3.71
735693.5,3.7
735694,3.74
735694.5,3.74
735695,3.75
735695.5,3.76
735696,3.77
735696.5,3.78
735697,3.81
735697.5,3.87
735698,3.88
735698.5,3.88
735699,3.9
735699.5,3.87
735700,3.91
735700.5,3.92
735701,3.93
735701.5,3.93
735702,3.94
735702.5,3.93
735703,3.93
735703.5,3.96
735704,3.99
735704.5,3.99
735705,3.98
735705.5,3.96
735706,3.96
735706.5,3.93
735707,3.94
735707.5,3.94
735708,3.98
735708.5,3.98
735709,4
735709.5,3.99
735710,4.02
735710.5,4.03
735711,4.09
735711.5,4.05
735712,4.06
735712.5,4.05
735713,4.05
735713.5,4.05
735714,4.06
735714.5,4.05
735715,4.08
735715.5,4.07
735716,4.06
735716.5,4.06
735717,4.08
735717.5,4.08
735718,4.12
735718.5,4.12
735719,4.18
735719.5,4.2
735720,4.22
735720.5,4.21
735721,4.21
735721.5,4.22
735722,4.22
735722.5,4.21
735723,4.22
735723.5,4.22
735724,4.22
735724.5,4.22
735725,4.23
735725.5,4.22
735726,4.23
735726.5,4.22
735727,4.24
735727.5,4.24
735728,4.26
735728.5,4.26
735729,4.29
735729.5,4.31
735730,4.36
735730.5,4.36
735731,4.35
735731.5,4.35
735732,4.35
735732.5,4.35
735733,4.4
735733.5,4.4
735734,4.43
735734.5,4.44
735735,4.51
735735.5,4.55
735736,4.56
735736.5,4.56
735737,4.56
735737.5,4.58
735738,4.6
735738.5,4.61
735739,4.64
735739.5,4.65
735740,4.7
735740.5,4.74
735741,4.8
735741.5,4.84
735742,4.89
735742.5,4.93
735743,4.99
735743.5,5.03
735744,5.07
735744.5,5.08
735745,5.11
735745.5,5.14
735746,5.16
735746.5,5.13
735747,5.1
735747.5,5.09
735748,5.11
735748.5,5.06
735749,5.34
735749.5,5.39
735750,5.42
735750.5,5.43
735751,5.42
735751.5,5.46
735752,5.48
735754.5,5.76
735755,5.76
735755.5,5.78
735756,5.81
735756.5,5.8
735757,5.82
735757.5,5.83
735758,5.89
735758.5,5.91
735759,5.95
735759.5,5.98
735760,6
735760.5,6.02
735761,6.05
735761.5,6.08
735762,6.09
735762.5,6.09
735763,6.07
735763.5,6.07
735764,6.06
735764.5,6.03
735765,6.05
735765.5,6.03
735766,6.06
735766.2917,6.07
735766.3333,6.06
735766.375,6.06
735766.4167,6.07
735766.4583,6.06
735766.5,6.07
735766.5417,6.08
735766.5833,6.08
735766.625,6.07
735766.6667,6.08
735766.7083,6.09
735766.75,6.09
735766.7917,6.09
735766.8333,6.08
735766.875,6.09
735766.9167,6.09
735766.9583,6.08
735767,6.08
735767.0417,6.08
735767.0833,6.08
735767.125,6.08
735767.1667,6.08
735767.2083,6.09
735767.25,6.09
735767.2917,6.08
735767.3333,6.08
735767.375,6.09
735767.4167,6.09
735767.4583,6.11
735767.5,6.11
735767.5417,6.11
735767.5833,6.12
735767.625,6.12
735767.6667,6.13
735767.7083,6.13
735767.75,6.13
735767.7917,6.12
735767.8333,6.13
