TrafficLoad, '2007-09-01-16:00:00' 
733340.9374,NaN
733340.9583,NaN
733340.9791,NaN
733340.9999,NaN
733341.0208,NaN
733341.0416,NaN
733341.0624,NaN
733341.0833,NaN
733341.1041,NaN
733341.1249,NaN
733341.1458,NaN
733341.1666,NaN
733341.1874,NaN
733341.2083,NaN
733341.2291,NaN
733341.2499,NaN
733341.2708,NaN
733341.2916,NaN
733341.3124,NaN
733341.3333,NaN
733341.3541,NaN
733341.3749,NaN
733341.3958,NaN
733341.4166,NaN
733341.4374,NaN
733341.4583,NaN
733341.4791,NaN
733341.4999,NaN
733341.5208,NaN
733341.5416,NaN
733341.5624,NaN
733341.5833,NaN
733341.6041,NaN
733341.6249,NaN
733341.6458,NaN
733341.6666,NaN
733341.6874,NaN
733341.7083,NaN
733341.7291,NaN
733341.7499,NaN
733341.7708,NaN
733341.7916,NaN
733341.8124,NaN
733341.8333,NaN
733341.8541,NaN
733341.8749,NaN
733341.8958,NaN
733341.9166,NaN
733341.9374,NaN
733341.9583,NaN
733341.9791,NaN
733341.9999,NaN
733342.0207,NaN
733342.0416,NaN
733342.0624,NaN
733342.0832,NaN
733342.1041,NaN
733342.1249,NaN
733342.1457,NaN
733342.1666,NaN
733342.1874,NaN
733342.2082,NaN
733342.2291,NaN
733342.2499,NaN
733342.2707,NaN
733342.2916,NaN
733342.3124,NaN
733342.3332,NaN
733342.3541,NaN
733342.3749,NaN
733342.3957,NaN
733342.4166,NaN
733342.4374,NaN
733342.4582,NaN
733342.4791,NaN
733342.4999,NaN
733342.5207,NaN
733342.5416,NaN
733342.5624,NaN
733342.5832,NaN
733342.6041,NaN
733342.6249,NaN
733342.6457,NaN
733342.6666,NaN
733342.6874,NaN
733342.7082,NaN
733342.7291,NaN
733342.7499,NaN
733342.7707,NaN
733342.7916,NaN
733342.8124,NaN
733342.8332,NaN
733342.8541,NaN
733342.8749,NaN
733342.8957,NaN
733342.9166,NaN
733342.9374,NaN
733342.9582,NaN
733342.9791,NaN
733342.9999,NaN
733343.0207,NaN
733343.0416,NaN
733343.0624,NaN
733343.0832,NaN
733343.1041,NaN
733343.1249,NaN
733343.1457,NaN
733343.1666,NaN
733343.1874,NaN
733343.2082,NaN
733343.2291,NaN
733343.2499,NaN
733343.2707,NaN
733343.2916,NaN
733343.3124,NaN
733343.3332,NaN
733343.3541,NaN
733343.3749,NaN
733343.3957,NaN
733343.4166,NaN
733343.4374,NaN
733343.4582,NaN
733343.4791,NaN
733343.4999,NaN
733343.5207,NaN
733343.5416,NaN
733343.5624,NaN
733343.5832,NaN
733343.6041,NaN
733343.6249,NaN
733343.6457,NaN
733343.6666,NaN
733343.6874,NaN
733343.7082,NaN
733343.7291,NaN
733343.7499,NaN
733343.7707,NaN
733343.7916,NaN
733343.8124,NaN
733343.8332,NaN
733343.8541,NaN
733343.8749,NaN
733343.8957,NaN
733343.9166,NaN
733343.9374,NaN
733343.9582,NaN
733343.9791,NaN
733343.9999,NaN
733344.0207,NaN
733344.0416,NaN
733344.0624,NaN
733344.0832,NaN
733344.104,NaN
733344.1249,NaN
733344.1457,NaN
733344.1665,NaN
733344.1874,NaN
733344.2082,NaN
733344.229,NaN
733344.2499,NaN
733344.2707,NaN
733344.2915,NaN
733344.3124,NaN
733344.3332,NaN
733344.354,NaN
733344.3749,NaN
733344.3957,NaN
733344.4165,NaN
733344.4374,NaN
733344.4582,NaN
733344.479,NaN
733344.4999,NaN
733344.5207,NaN
733344.5415,NaN
733344.5624,NaN
733344.5832,NaN
733344.604,NaN
733344.6249,NaN
733344.6457,NaN
733344.6665,NaN
733344.6874,NaN
733344.7082,NaN
733344.729,NaN
733344.7499,NaN
733344.7707,NaN
733344.7915,NaN
733344.8124,NaN
733344.8332,NaN
733344.854,NaN
733344.8749,NaN
733344.8957,NaN
733344.9165,NaN
733344.9374,NaN
733344.9582,NaN
733344.979,NaN
733344.9999,NaN
733345.0207,NaN
733345.0415,NaN
733345.0624,NaN
733345.0832,NaN
733345.104,NaN
733345.1249,NaN
733345.1457,NaN
733345.1665,NaN
733345.1874,NaN
733345.2082,NaN
733345.229,NaN
733345.2499,NaN
733345.2707,NaN
733345.2915,NaN
733345.3124,NaN
733345.3332,NaN
733345.354,NaN
733345.3749,NaN
733345.3957,NaN
733345.4165,NaN
733345.4374,NaN
733345.4582,NaN
733345.479,NaN
733345.4999,NaN
733345.5207,NaN
733345.5415,NaN
733345.5624,NaN
733345.5832,NaN
733345.604,NaN
733345.6249,NaN
733345.6457,NaN
733345.6665,NaN
733345.6874,NaN
733345.7082,NaN
733345.729,NaN
733345.7499,NaN
733345.7707,NaN
733345.7915,NaN
733345.8124,NaN
733345.8332,NaN
733345.854,NaN
733345.8749,NaN
733345.8957,NaN
733345.9165,NaN
733345.9374,NaN
733345.9582,NaN
733345.979,NaN
733345.9999,NaN
733346.0207,NaN
733346.0415,NaN
733346.0624,NaN
733346.0832,NaN
733346.104,NaN
733346.1249,NaN
733346.1457,NaN
733346.1665,NaN
733346.1873,NaN
733346.2082,NaN
733346.229,NaN
733346.2498,NaN
733346.2707,NaN
733346.2915,NaN
733346.3123,NaN
733346.3332,NaN
733346.354,NaN
733346.3748,NaN
733346.3957,NaN
733346.4165,NaN
733346.4373,NaN
733346.4582,NaN
733346.479,NaN
733346.4998,NaN
733346.5207,NaN
733346.5415,NaN
733346.5623,NaN
733346.5832,NaN
733346.604,NaN
733346.6248,NaN
733346.6457,NaN
733346.6665,NaN
733346.6873,NaN
733346.7082,NaN
733346.729,NaN
733346.7498,NaN
733346.7707,NaN
733346.7915,NaN
733346.8123,NaN
733346.8332,NaN
733346.854,NaN
733346.8748,NaN
733346.8957,NaN
733346.9165,NaN
733346.9373,NaN
733346.9582,NaN
733346.979,NaN
733346.9998,NaN
733347.0207,NaN
733347.0415,NaN
733347.0623,NaN
733347.0832,NaN
733347.104,NaN
733347.1248,NaN
733347.1457,NaN
733347.1665,NaN
733347.1873,NaN
733347.2082,NaN
733347.229,NaN
733347.2498,NaN
733347.2707,NaN
733347.2915,NaN
733347.3123,NaN
733347.3332,NaN
733347.354,NaN
733347.3748,NaN
733347.3957,NaN
733347.4165,NaN
733347.4373,NaN
733347.4582,NaN
733347.479,NaN
733347.4998,NaN
733347.5207,NaN
733347.5415,NaN
733347.5623,NaN
733347.5832,NaN
733347.604,NaN
733347.6248,NaN
733347.6457,NaN
733347.6665,NaN
733347.6873,NaN
733347.7082,NaN
733347.729,NaN
733347.7498,NaN
733347.7707,NaN
733347.7915,NaN
733347.8123,NaN
733347.8332,NaN
733347.854,NaN
733347.8748,NaN
733347.8957,NaN
733347.9165,NaN
733347.9373,NaN
733347.9582,NaN
733347.979,NaN
733347.9998,NaN
733348.0207,NaN
733348.0415,NaN
733348.0623,NaN
733348.0832,NaN
733348.104,NaN
733348.1248,NaN
733348.1457,NaN
733348.1665,NaN
733348.1873,NaN
733348.2082,NaN
733348.229,NaN
733348.2498,NaN
733348.2706,NaN
733348.2915,NaN
733348.3123,NaN
733348.3331,NaN
733348.354,NaN
733348.3748,NaN
733348.3956,NaN
733348.4165,NaN
733348.4373,NaN
733348.4581,NaN
733348.479,NaN
733348.4998,NaN
733348.5206,NaN
733348.5415,NaN
733348.5623,NaN
733348.5831,NaN
733348.604,NaN
733348.6248,NaN
733348.6456,NaN
733348.6665,NaN
733348.6873,NaN
733348.7081,NaN
733348.729,NaN
733348.7498,NaN
733348.7706,NaN
733348.7915,NaN
733348.8123,NaN
733348.8331,NaN
733348.854,NaN
733348.8748,NaN
733348.8956,NaN
733348.9165,NaN
733348.9373,NaN
733348.9581,NaN
733348.979,NaN
733348.9998,NaN
733349.0206,NaN
733349.0415,NaN
733349.0623,NaN
733349.0831,NaN
733349.104,NaN
733349.1248,NaN
